created_at,field1,field2,field3,field4,field5
2026-02-17 01:48:00,27.72,77.32,37,67.82,1
2026-02-17 01:51:00,27.57,89.81,27,265.95,2
2026-02-17 01:54:00,29.77,58.87,52,21.78,0
2026-02-17 01:55:00,30.37,80.22,35,47.47,1
2026-02-17 01:56:00,33.92,46.37,48,0,0
2026-02-17 01:56:30,23.78,85.69,30,423.46,2
2026-02-17 01:57:00,25.46,87.79,6,0,2
2026-02-17 02:00:00,27.21,74.68,33,50.39,1
2026-02-17 02:06:00,26.99,89.22,28,416.42,2
2026-02-17 02:07:00,33.75,53.91,45,18.18,0
2026-02-17 02:07:15,22.54,94.67,20,795.88,2
2026-02-17 02:07:30,26.56,0,0,125.05,1
2026-02-17 02:07:45,21.83,86.3,16,436.52,2
2026-02-17 02:08:00,25.39,96.32,16,479.69,2
2026-02-17 02:10:00,35.75,45.79,48,17.12,0
2026-02-17 02:14:00,31.16,89.89,45,110.95,1
2026-02-17 02:17:00,32.74,58.73,43,2.86,0
2026-02-17 02:18:00,29.85,81.25,35,26.62,1
2026-02-17 02:20:00,28.34,100.35,18,143.37,2
2026-02-17 02:20:30,25.5,98.79,5,546.75,2
2026-02-17 02:21:00,28.02,77.08,42,98.51,1
2026-02-17 02:23:00,35.2,45.17,49,5.27,0
2026-02-17 02:23:30,34.89,43.36,39,10.63,0
2026-02-17 02:31:00,30.43,55.56,45,0,0
2026-02-17 02:32:00,30.86,51.12,49,7.89,0
2026-02-17 02:32:30,25.59,89.73,39,76.46,1
2026-02-17 02:36:00,29.8,90.49,39,108.65,1
2026-02-17 02:41:00,35.33,56.19,48,3.52,0
2026-02-17 02:41:20,27.97,86.72,46,0,1
2026-02-17 02:41:40,25.18,95.94,17,182.19,2
2026-02-17 02:42:00,30.53,73.03,37,18.95,1
2026-02-17 02:43:00,23.37,89.11,15,234.27,2
2026-02-17 02:43:30,35.08,41.92,45,0,0
2026-02-17 02:46:00,26.57,101.32,14,793.7,2
2026-02-17 02:46:30,30.22,53.67,49,0,0
2026-02-17 02:47:00,22,89.26,31,325.82,2
2026-02-17 02:49:00,31.46,85.45,33,59.25,1
2026-02-17 02:50:00,23.39,93.6,18,589.02,2
2026-02-17 02:52:00,30.48,78.94,39,0,1
2026-02-17 02:54:00,35.84,46.12,46,0,0
2026-02-17 03:02:00,29.41,76.84,42,38.77,1
2026-02-17 03:04:00,0,44.08,51,0,0
2026-02-17 03:05:00,36.07,48.59,51,25.84,0
2026-02-17 03:08:00,31.46,56.21,44,26.47,0
2026-02-17 03:10:00,32.02,58.94,50,18.44,0
2026-02-17 03:14:00,24.8,101.06,12,755.69,2
2026-02-17 03:14:30,30.06,79.12,29,60.7,1
2026-02-17 03:16:00,27.27,69.62,36,104.34,1
2026-02-17 03:17:00,33.28,53.02,45,17.93,0
2026-02-17 03:18:00,26.71,82.74,42,0,1
2026-02-17 03:18:30,25.76,93.95,16,0,2
2026-02-17 03:21:00,25.56,94.15,26,665.6,2
2026-02-17 03:21:30,31.01,58.47,52,0,0
2026-02-17 03:27:00,25.42,82.45,31,245.65,2
2026-02-17 03:29:00,32.99,43.87,53,14.34,0
2026-02-17 03:31:00,32.09,74.82,40,58.1,1
2026-02-17 03:31:20,34.73,48.06,50,16.17,0
2026-02-17 03:31:40,26.52,86.51,18,530.73,2
2026-02-17 03:34:00,33.28,55.95,46,2.45,0
2026-02-17 03:36:00,32.71,52.87,52,17.03,0
2026-02-17 03:40:00,23.29,79.48,18,577.81,2
2026-02-17 03:45:00,30.57,89.77,34,81.33,1
2026-02-17 03:46:00,32.74,38.68,42,9.94,0
2026-02-17 03:48:00,33.23,49.67,45,7.74,0
2026-02-17 03:48:20,23.05,87.57,32,645.64,2
2026-02-17 03:48:40,29.6,84.19,34,69.35,1
2026-02-17 03:51:00,30.54,86.57,44,69.32,1
2026-02-17 03:51:30,26.92,100.4,13,583.04,2
2026-02-17 03:52:00,29.76,81.33,39,61.84,1
2026-02-17 03:53:00,29.03,85.4,40,34.22,1
2026-02-17 03:54:00,26.66,88.61,21,386.19,2
2026-02-17 04:01:00,32.09,84.13,37,37.49,1
2026-02-17 04:01:30,29.08,79.88,47,31.25,1
2026-02-17 04:02:00,26.43,86.49,41,115.15,1
2026-02-17 04:05:00,23.97,82.66,11,512.29,2
2026-02-17 04:09:00,30.83,46.17,42,17.88,0
2026-02-17 04:10:00,31.5,53.88,45,9.96,0
2026-02-17 04:10:30,31.26,47.6,52,6.46,0
2026-02-17 04:12:00,33.04,47.41,53,0,0
2026-02-17 04:19:00,36.68,47.01,43,38.85,0
2026-02-17 04:25:00,29.56,79.88,35,104.48,1
2026-02-17 04:26:00,29.75,73.17,35,14.11,1
2026-02-17 04:27:00,25.68,86.14,22,327.84,2
2026-02-17 04:32:00,27.56,91.1,22,615.75,2
2026-02-17 04:34:00,31.76,74.77,35,7.32,1
2026-02-17 04:39:00,0,97.3,22,678.03,2
2026-02-17 04:42:00,30.44,93.14,44,72.88,1
2026-02-17 04:44:00,29.91,45.03,51,0,0
2026-02-17 04:44:30,33.9,43.5,41,28.34,0
2026-02-17 04:46:00,31.06,42.77,48,5.08,0
2026-02-17 04:46:30,0,51.46,46,4.06,0
2026-02-17 04:49:00,26.81,85.89,42,69.42,1
2026-02-17 04:49:30,27.22,74.71,36,14.85,1
2026-02-17 04:51:00,25.59,89.36,16,735.64,2
2026-02-17 04:54:00,31.14,87.07,37,59.04,1
2026-02-17 04:55:00,25.44,93.18,22,707.77,2
2026-02-17 04:56:00,31.73,37.88,50,15.15,0
2026-02-17 04:56:30,34.57,46.1,45,20.16,0
2026-02-17 04:59:00,29.88,92.71,40,0,1
2026-02-17 04:59:30,24.66,91.21,26,425.79,2
2026-02-17 05:00:00,27.28,79.83,38,1.25,1
2026-02-17 05:02:00,35.08,50.22,0,0,0
2026-02-17 05:05:00,25.66,98.64,36,218.23,2
2026-02-17 05:05:30,22.12,89.21,26,275.03,2
2026-02-17 05:06:00,23.32,101.87,28,259.98,2
2026-02-17 05:06:30,25.24,96.64,20,424.79,2
2026-02-17 05:07:00,35.82,54.38,55,0,0
2026-02-17 05:08:00,25.67,98.41,11,647.77,2
2026-02-17 05:08:20,27.73,93.11,37,44.41,1
2026-02-17 05:08:40,23.04,95.97,19,201.81,2
2026-02-17 05:11:00,31.07,49.93,44,0,0
2026-02-17 05:15:00,29.78,45.85,51,0,0
2026-02-17 05:17:00,28.34,90.91,23,244.89,2
2026-02-17 05:22:00,31.05,81.2,44,0,1
2026-02-17 05:24:00,35.28,52.35,42,1.92,0
2026-02-17 05:24:30,33.02,39.01,42,5.01,0
2026-02-17 05:25:00,35.27,57.21,42,0,0
2026-02-17 05:26:00,33.08,58.43,45,0,0
2026-02-17 05:28:00,22.04,86.41,0,764.92,2
2026-02-17 05:29:00,27.12,87.68,22,567.71,2
2026-02-17 05:30:00,31.25,75.15,43,1.17,1
2026-02-17 05:30:30,27.09,88.74,38,30.81,1
2026-02-17 05:31:00,25.56,94.67,29,470.23,2
2026-02-17 05:32:00,29.25,91.97,40,0,1
2026-02-17 05:32:20,27.56,98.74,9,755.37,2
2026-02-17 05:32:40,32.65,72.55,31,10.95,1
2026-02-17 05:33:00,23.61,96.59,37,154.01,2
2026-02-17 05:34:00,32,56.77,50,4.92,0
2026-02-17 05:39:00,30.13,84.92,39,49.62,1
2026-02-17 05:40:00,35.83,44.08,45,1.21,0
2026-02-17 05:42:00,30.87,54.85,52,0,0
2026-02-17 05:44:00,34.19,0,52,0,0
2026-02-17 05:45:00,30.27,57.05,43,0,0
2026-02-17 05:46:00,27.64,75.54,38,30.31,1
2026-02-17 05:48:00,32.63,45.97,50,23.06,0
2026-02-17 05:55:00,26.29,97.98,19,551.63,2
2026-02-17 05:57:00,28.95,76.65,36,103.85,1
2026-02-17 06:00:00,29.09,79.35,35,19.31,1
2026-02-17 06:00:30,23.27,95.42,21,302.18,2
2026-02-17 06:02:00,31.06,71.35,39,87.6,1
2026-02-17 06:02:30,21.95,84.17,31,98.36,2
2026-02-17 06:03:00,22.36,88.17,23,552.82,2
2026-02-17 06:04:00,27.48,81.79,35,25.44,1
2026-02-17 06:04:15,27.81,92.33,28,203.93,2
2026-02-17 06:04:30,33.91,39.28,0,16.39,0
2026-02-17 06:04:45,25.43,90.93,20,580.03,2
2026-02-17 06:05:00,25.83,103.33,25,197.82,2
2026-02-17 06:05:30,24.67,85.84,21,188.73,2
2026-02-17 06:06:00,29.64,84.38,33,0,1
2026-02-17 06:09:00,29.31,71.09,41,60.75,1
2026-02-17 06:09:30,32.07,44.81,46,0,0
2026-02-17 06:10:00,23.79,0,17,739.97,2
2026-02-17 06:12:00,26.97,82.37,29,218.41,2
2026-02-17 06:12:30,34.27,57.49,52,14.38,0
2026-02-17 06:13:00,26.99,95.9,27,137.59,2
2026-02-17 06:13:30,29.36,85.27,41,71.88,1
2026-02-17 06:14:00,29.02,91,36,0,1
2026-02-17 06:15:00,34.76,41.3,46,0,0
2026-02-17 06:17:00,28.54,88.09,21,192.34,2
2026-02-17 06:17:20,27.74,70.17,42,0,1
2026-02-17 06:17:40,26.14,93.48,0,744.11,2
2026-02-17 06:18:00,27.17,96.97,29,300.72,2
2026-02-17 06:18:30,21.75,89.83,19,559.22,2
2026-02-17 06:19:00,33.4,47.58,47,0,0
2026-02-17 06:24:00,25.03,84.9,13,0,2
2026-02-17 06:26:00,31.07,71.64,39,84.66,1
2026-02-17 06:26:30,29.47,80.48,35,44.7,1
2026-02-17 06:30:00,31.27,84.91,35,27.11,1
2026-02-17 06:35:00,32.78,59.28,42,10.67,0
2026-02-17 06:36:00,27.27,88.42,23,196.82,2
2026-02-17 06:37:00,31.24,43.46,43,0,0
2026-02-17 06:37:30,26.95,88.12,20,577.67,2
2026-02-17 06:40:00,31.65,78.15,37,83.56,1
2026-02-17 06:41:00,21.32,91.88,0,708.52,2
2026-02-17 06:41:30,28,68.59,42,22.63,1
2026-02-17 06:43:00,31.76,63.44,45,0,0
2026-02-17 06:46:00,29.68,54.23,51,4.08,0
2026-02-17 06:50:00,26.93,85.9,40,96.95,1
2026-02-17 06:54:00,24.36,96.46,24,493.7,2
2026-02-17 06:57:00,24.97,88.37,16,424.03,2
2026-02-17 07:02:00,32.81,46.98,44,26.13,0
2026-02-17 07:03:00,23.2,90.3,17,371.68,2
2026-02-17 07:03:20,21.76,100.58,28,675.91,2
2026-02-17 07:03:40,24.15,92.8,25,582.59,2
2026-02-17 07:04:00,24.38,87.65,17,690.06,2
2026-02-17 07:06:00,35.48,47.62,44,17.29,0
2026-02-17 07:14:00,34.86,56.92,49,17.45,0
2026-02-17 07:16:00,30.8,70.58,45,76.28,1
2026-02-17 07:18:00,26.97,89.76,15,407.58,2
2026-02-17 07:19:00,26.48,86.51,13,272.72,2
2026-02-17 07:22:00,30.66,83,45,32.67,1
2026-02-17 07:23:00,22.58,87.01,20,497,2
2026-02-17 07:25:00,31.18,0,52,8.19,0
2026-02-17 07:26:00,22.96,87.47,0,631.66,2
2026-02-17 07:29:00,29.09,75.21,42,91.82,1
2026-02-17 07:30:00,32.89,37.82,48,1.55,0
2026-02-17 07:35:00,0,52.97,47,24.96,0
2026-02-17 07:38:00,32.79,45.64,49,7.12,0
2026-02-17 07:39:00,27.72,79.78,39,43.29,1
2026-02-17 07:41:00,23.14,0,31,392.18,2
2026-02-17 07:44:00,31.51,84.47,42,17.9,1
2026-02-17 07:48:00,26.55,97.5,22,330,2
2026-02-17 07:49:00,26.26,93.33,18,0,2
2026-02-17 07:50:00,30.06,50.41,47,0,0
2026-02-17 07:57:00,22.79,83.43,31,174.19,2
2026-02-17 07:59:00,30.55,81.21,37,59.13,1
2026-02-17 08:00:00,32.03,43.77,53,0,0
2026-02-17 08:02:00,33.01,48.9,49,0,0
2026-02-17 08:04:00,27.53,92.52,9,565.79,2
2026-02-17 08:05:00,35.7,55.05,52,13.26,0
2026-02-17 08:07:00,27.03,69.42,43,84.99,1
2026-02-17 08:07:30,27.08,77.23,43,1.47,1
2026-02-17 08:09:00,32.74,76.89,34,81.39,1
2026-02-17 08:09:30,24.75,100.8,30,149.62,2
2026-02-17 08:12:00,24.8,85.74,32,146.56,2
2026-02-17 08:14:00,28.88,97.31,36,41.97,1
2026-02-17 08:15:00,32.46,49.03,0,6.43,0
2026-02-17 08:17:00,31.33,75.89,38,75.07,1
2026-02-17 08:19:00,34.74,51.75,45,12.05,0
2026-02-17 08:20:00,0,87.69,0,78.25,1
2026-02-17 08:26:00,27.63,85.77,35,67.04,1
2026-02-17 08:26:30,22.65,89.52,16,688.92,2
2026-02-17 08:27:00,26.42,82.72,40,84.41,1
2026-02-17 08:27:30,26.82,93.19,20,248.94,2
2026-02-17 08:31:00,28.58,98.99,26,219.87,2
2026-02-17 08:31:20,23.85,92.87,18,310.93,2
2026-02-17 08:31:40,30.55,42.49,55,15.55,0
2026-02-17 08:35:00,33.23,55.34,43,13.04,0
2026-02-17 08:38:00,26.91,81.78,35,49.05,1
2026-02-17 08:38:30,32.28,79.4,35,67.24,1
2026-02-17 08:43:00,30.73,85.58,35,83.83,1
2026-02-17 08:45:00,33.78,53.6,45,0,0
2026-02-17 08:45:30,30.83,48.84,43,0,0
2026-02-17 08:47:00,34.33,43.96,51,0,0
2026-02-17 08:52:00,31.18,46.88,45,40.67,0
2026-02-17 08:57:00,24.76,103.3,14,580.29,2
2026-02-17 09:01:00,27.05,96.5,29,223.41,2
2026-02-17 09:03:00,34.28,46.82,47,0,0
2026-02-17 09:07:00,33.45,55.89,46,0,0
2026-02-17 09:08:00,26.68,97.79,8,647.86,2
2026-02-17 09:11:00,33.57,0,53,32.06,0
2026-02-17 09:11:30,31.37,87.79,38,61.97,1
2026-02-17 09:15:00,30.91,43.13,44,0,0
2026-02-17 09:17:00,34.14,49.57,52,17.58,0
2026-02-17 09:18:00,25.74,70.66,39,6.81,1
2026-02-17 09:21:00,31.67,72.68,39,3.77,1
2026-02-17 09:22:00,21.33,101.61,26,117.49,2
2026-02-17 09:24:00,23.81,100.66,30,292.85,2
2026-02-17 09:25:00,31.71,39.71,49,18.57,0
2026-02-17 09:32:00,33.26,63.34,53,18.49,0
2026-02-17 09:32:30,28.16,0,35,66.95,1
2026-02-17 09:35:00,31.84,77.79,34,87.32,1
2026-02-17 09:39:00,30.69,58.33,47,0,0
2026-02-17 09:40:00,28.23,76.73,40,101.8,1
2026-02-17 09:44:00,28.33,93.7,40,51.08,1
2026-02-17 09:46:00,26.49,88.09,37,40.03,1
2026-02-17 09:47:00,26.57,74.73,42,51.18,1
2026-02-17 09:52:00,32.65,44.4,46,0,0
2026-02-17 09:52:30,26.55,89.88,30,227.18,2
2026-02-17 09:55:00,29.84,74.7,39,19.44,1
2026-02-17 09:55:30,31.18,42.54,50,0,0
2026-02-17 09:56:00,31.98,45.5,46,0,0
2026-02-17 09:56:30,32.41,47.4,53,7.2,0
2026-02-17 09:57:00,29.91,37.89,42,0,0
2026-02-17 09:57:30,29.95,78.76,40,70.71,1
2026-02-17 09:58:00,25.51,69.24,34,80.25,1
2026-02-17 09:58:30,26.69,95.84,11,583.8,2
2026-02-17 09:59:00,0,47.88,43,0,0
2026-02-17 10:02:00,32.49,56.23,45,0,0
2026-02-17 10:03:00,26.77,74.32,41,66.93,1
2026-02-17 10:05:00,31.94,59.25,44,0,0
2026-02-17 10:06:00,33.54,55.79,49,0,0
2026-02-17 10:07:00,33.65,41.05,47,35.58,0
2026-02-17 10:15:00,30.72,43.74,45,0,0
2026-02-17 10:21:00,22.7,102.88,24,402.41,2
2026-02-17 10:22:00,22.5,81.46,22,761.32,2
2026-02-17 10:23:00,33.75,50.22,53,10.61,0
2026-02-17 10:23:30,27.33,0,34,111.37,1
2026-02-17 10:24:00,32.94,60.63,48,2.39,0
2026-02-17 10:28:00,35.17,43.59,47,0,0
2026-02-17 10:33:00,22.89,87.69,21,591.58,2
2026-02-17 10:35:00,26.37,71.59,40,75.63,1
2026-02-17 10:35:20,26.58,83.11,14,697.38,2
2026-02-17 10:35:40,36.18,44.87,54,0,0
2026-02-17 10:36:00,30.49,79.42,37,52.99,1
2026-02-17 10:40:00,29.1,74.69,33,89.15,1
2026-02-17 10:43:00,26.17,90.64,15,399.51,2
2026-02-17 10:53:00,27.38,78.69,37,34.98,1
2026-02-17 10:56:00,27.35,74.85,40,66.12,1
2026-02-17 10:57:00,25.95,79.81,42,13.87,1
2026-02-17 10:59:00,30.59,78.31,35,23.45,1
2026-02-17 10:59:30,27.23,87.41,42,73.4,1
2026-02-17 11:03:00,34.94,35.17,41,10.97,0
2026-02-17 11:12:00,29.6,84.1,39,67.5,1
2026-02-17 11:17:00,34.5,57.43,48,0,0
2026-02-17 11:22:00,30.1,69.54,35,104.48,1
2026-02-17 11:24:00,32.06,57.09,44,0,0
2026-02-17 11:25:00,34.63,58.68,51,0,0
2026-02-17 11:27:00,31.83,47.84,51,9.81,0
2026-02-17 11:27:30,28.9,88.71,44,56.78,1
2026-02-17 11:29:00,33.23,42.88,46,8.5,0
2026-02-17 11:30:00,34.38,44.03,44,6.72,0
2026-02-17 11:33:00,32.46,50.71,49,0,0
2026-02-17 11:34:00,31.32,69.44,39,98.68,1
2026-02-17 11:37:00,23.36,100.31,8,360.22,2
2026-02-17 11:41:00,29.8,72.13,37,82.55,1
2026-02-17 11:42:00,27.23,90.57,19,429.43,2
2026-02-17 11:42:30,22.91,98.43,13,443.52,2
2026-02-17 11:55:00,30.63,72.43,42,58.6,1
2026-02-17 11:58:00,29.97,81.9,45,74.09,1
2026-02-17 12:03:00,24.95,91.66,23,242.52,2
2026-02-17 12:06:00,30.66,46.91,49,0,0
2026-02-17 12:08:00,22.33,88.57,17,0,2
2026-02-17 12:11:00,30.44,45.67,47,0,0
2026-02-17 12:16:00,31.9,43.08,49,0,0
2026-02-17 12:18:00,0,98.46,16,414.19,2
2026-02-17 12:18:30,29,80.39,40,17.43,1
2026-02-17 12:19:00,27.93,91.93,42,22.5,1
2026-02-17 12:19:30,0,97.99,16,421.64,2
2026-02-17 12:22:00,26.16,91.11,25,508.74,2
2026-02-17 12:24:00,22.89,93.65,26,662.53,2
2026-02-17 12:27:00,29.04,83.11,34,73.25,1
2026-02-17 12:31:00,34.18,53.23,48,0,0
2026-02-17 12:31:30,24.91,94.3,15,798.56,2
2026-02-17 12:32:00,34.66,44.4,0,0,0
2026-02-17 12:33:00,30.76,56.13,42,0,0
2026-02-17 12:33:30,28.67,88.4,39,106.76,1
2026-02-17 12:35:00,35.84,61.43,47,0,0
2026-02-17 12:38:00,26.9,71.04,38,18.41,1
2026-02-17 12:44:00,35.27,50.78,43,0,0
2026-02-17 12:45:00,31.54,44.77,48,0,0
2026-02-17 12:53:00,36.55,54.19,45,16.35,0
2026-02-17 12:54:00,29.5,81.91,42,28.96,1
2026-02-17 12:56:00,30.47,70.14,34,22.51,1
2026-02-17 12:58:00,28.56,78.08,43,52.08,1
2026-02-17 12:59:00,31.56,57.35,49,0,0
2026-02-17 13:00:00,29.32,76.74,34,38.54,1
2026-02-17 13:00:30,32.28,52.43,50,30.48,0
2026-02-17 13:08:00,32.15,49.25,47,0,0
2026-02-17 13:09:00,28.71,77.99,38,62.08,1
2026-02-17 13:11:00,30.02,47.9,42,0,0
2026-02-17 13:17:00,32.7,45.36,48,0,0
2026-02-17 13:21:00,22.67,90.06,29,114.93,2
2026-02-17 13:22:00,23.48,94.05,14,326.58,2
2026-02-17 13:22:30,34.72,48.74,48,0,0
2026-02-17 13:24:00,25.72,0,40,12.85,1
2026-02-17 13:26:00,31.05,38.34,48,0,0
2026-02-17 13:26:20,0,74.97,43,50.39,1
2026-02-17 13:26:40,31.62,46.47,52,0,0
2026-02-17 13:28:00,26.91,75.63,39,0.84,1
2026-02-17 13:28:20,31.97,36.05,44,19.66,0
2026-02-17 13:28:40,30.35,51.14,52,0,0
2026-02-17 13:29:00,34.57,58.81,48,25.62,0
2026-02-17 13:30:00,35.29,60.33,53,0,0
2026-02-17 13:30:30,33.95,55.85,45,3.94,0
2026-02-17 13:31:00,26.58,72.66,39,44.37,1
2026-02-17 13:33:00,30.02,74.79,35,93.16,1
2026-02-17 13:35:00,23.55,100.67,21,368.24,2
2026-02-17 13:36:00,31.97,56.86,45,0,0
2026-02-17 13:39:00,31.78,55.06,48,7.21,0
2026-02-17 13:39:30,28.55,75.33,34,43.74,1
2026-02-17 13:47:00,30.09,85.53,42,62.21,1
2026-02-17 13:51:00,26.88,71.01,41,21.03,1
2026-02-17 13:55:00,30.49,56.91,52,0,0
2026-02-17 13:55:30,34.14,44.44,47,10.99,0
2026-02-17 13:56:00,33.74,47.97,44,2.42,0
2026-02-17 13:59:00,28.73,83.64,37,108.08,1
2026-02-17 14:01:00,34.58,43.4,45,0,0
2026-02-17 14:01:20,32.26,80.19,35,8.34,1
2026-02-17 14:01:40,23.27,89.56,29,283.26,2
2026-02-17 14:02:00,36.45,48.52,48,10.86,0
2026-02-17 14:06:00,30.79,39.85,51,43.71,0
2026-02-17 14:06:30,31.03,78.96,42,83.68,1
2026-02-17 14:09:00,23.43,87.39,26,775.24,2
2026-02-17 14:11:00,28.58,80.87,45,18.86,1
2026-02-17 14:12:00,23.06,96.48,10,753,2
2026-02-17 14:18:00,34,49.12,50,9.29,0
2026-02-17 14:18:30,35.61,60.3,42,0,0
2026-02-17 14:21:00,22.67,89.33,25,433.36,2
2026-02-17 14:22:00,31.79,44.33,49,9.98,0
2026-02-17 14:26:00,26.74,76.59,0,27.03,1
2026-02-17 14:28:00,27.29,74.6,34,107.86,1
2026-02-17 14:31:00,26.87,94.41,12,737.07,2
2026-02-17 14:33:00,23.1,89.46,14,697.62,2
2026-02-17 14:33:30,23.61,83.27,26,680.94,2
2026-02-17 14:40:00,25.55,87.02,8,523.42,2
2026-02-17 14:43:00,25.41,96.54,28,256.13,2
2026-02-17 14:43:30,31.49,33.38,43,12.79,0
2026-02-17 14:45:00,23.69,97.15,0,389.86,2
2026-02-17 14:47:00,31.96,83.56,34,32.1,1
2026-02-17 14:48:00,30.71,56.44,46,0,0
2026-02-17 14:50:00,32.91,50.95,48,0,0
2026-02-17 14:51:00,24.59,90.62,22,571.38,2
2026-02-17 14:55:00,31.15,43.91,45,4.41,0
2026-02-17 14:57:00,34.14,43.72,43,27.26,0
2026-02-17 14:58:00,0,85.92,35,13.2,1
2026-02-17 14:58:30,24.11,98.09,24,111.12,2
2026-02-17 15:01:00,29.63,81.76,42,34.29,1
2026-02-17 15:07:00,33.53,46.98,51,1.51,0
2026-02-17 15:07:30,30.53,44.22,52,18.93,0
2026-02-17 15:08:00,28.23,83.2,39,72.56,1
2026-02-17 15:11:00,29.99,75.75,37,0,1
2026-02-17 15:16:00,34.06,51.97,45,30.11,0
2026-02-17 15:18:00,33.38,54.52,52,8.21,0
2026-02-17 15:18:30,35.83,53.71,53,0,0
2026-02-17 15:19:00,27.7,67.12,30,73.93,1
2026-02-17 15:22:00,31.63,57.29,42,0,0
2026-02-17 15:25:00,29.96,90.32,41,26.95,1
2026-02-17 15:25:30,26.08,102.77,4,762.61,2
2026-02-17 15:29:00,25.43,96.79,21,547.43,2
2026-02-17 15:30:00,29.22,75.88,0,89.53,1
2026-02-17 15:34:00,30.02,81.06,0,10.97,1
2026-02-17 15:34:30,29.2,0,39,11.57,1
2026-02-17 15:37:00,29.18,80.79,37,24.68,1
2026-02-17 15:38:00,22.35,83.99,31,681.67,2
2026-02-17 15:38:30,31.67,48.28,49,27.02,0
2026-02-17 15:40:00,0,91.11,21,377.93,2
2026-02-17 15:41:00,27.71,91.97,45,104.52,1
2026-02-17 15:43:00,26.17,95.55,10,472.63,2
2026-02-17 15:44:00,22.67,88.91,22,205.69,2
2026-02-17 15:45:00,29.61,51.59,0,1.25,0
2026-02-17 15:48:00,30.59,42.44,46,0,0
2026-02-17 15:48:30,22.14,91.93,31,244.95,2
2026-02-17 15:51:00,24.84,99.52,30,488.72,2
2026-02-17 15:52:00,34.08,54.39,0,0,0
2026-02-17 15:54:00,27.21,81.72,41,21.27,1
2026-02-17 15:55:00,25.58,90.35,4,677.12,2
2026-02-17 15:56:00,32.98,47.01,49,18.69,0
2026-02-17 15:57:00,27.17,98.27,22,451.45,2
2026-02-17 15:58:00,31.27,71.8,39,70.99,1
2026-02-17 15:58:30,23.03,99.15,24,670.72,2
2026-02-17 16:00:00,34.11,47.99,49,0,0
2026-02-17 16:03:00,31.47,46.64,42,0,0
2026-02-17 16:03:30,27.37,92.31,17,695.74,2
2026-02-17 16:13:00,22.94,88.35,28,441.12,2
2026-02-17 16:14:00,31.41,73.96,37,98.52,1
2026-02-17 16:18:00,30.96,68.68,42,20.14,1
2026-02-17 16:22:00,0,94.6,45,41.39,1
2026-02-17 16:22:30,24.63,93.34,25,163.58,2
2026-02-17 16:23:00,28.02,72.79,42,118.64,1
2026-02-17 16:26:00,34.07,40.33,47,11.33,0
2026-02-17 16:26:30,21.62,98.53,22,562.46,2
2026-02-17 16:29:00,20.81,94.53,18,534.36,2
2026-02-17 16:34:00,29.11,97.51,22,576.29,2
2026-02-17 16:36:00,30.31,51.84,52,6.77,0
2026-02-17 16:36:30,33.68,59.47,49,16.62,0
2026-02-17 16:38:00,30.31,75.26,37,44.35,1
2026-02-17 16:38:30,31.95,93.41,47,9.27,1
2026-02-17 16:42:00,35.88,46.2,50,0,0
2026-02-17 16:44:00,28.4,80.37,38,93.05,1
2026-02-17 16:44:30,32.93,43.85,51,0,0
2026-02-17 16:45:00,31.95,80.76,35,11.29,1
2026-02-17 16:50:00,24.75,90.4,20,368.67,2
2026-02-17 16:52:00,34.88,41.12,0,1.62,0
2026-02-17 16:55:00,35.35,45.41,46,21.38,0
2026-02-17 17:01:00,27.23,73.01,34,97.17,1
2026-02-17 17:05:00,31.06,56.11,45,0,0
2026-02-17 17:07:00,30.32,56.05,53,18.44,0
2026-02-17 17:11:00,31.16,43.33,47,3.05,0
2026-02-17 17:13:00,30.56,45.61,49,0,0
2026-02-17 17:16:00,24.26,89.13,18,622.32,2
2026-02-17 17:18:00,30.94,71.52,43,36.03,1
2026-02-17 17:29:00,26.14,93.46,19,668.7,2
2026-02-17 17:33:00,32.73,84.03,40,9.2,1
2026-02-17 17:35:00,28.75,84.6,36,53.67,1
2026-02-17 17:37:00,27.5,66.52,36,65.38,1
2026-02-17 17:40:00,21.64,91.29,30,139.91,2
2026-02-17 17:40:20,36.08,43.7,48,15.38,0
2026-02-17 17:40:40,31.19,56.19,51,5.15,0
2026-02-17 17:41:00,27.71,68.04,39,77.2,1
2026-02-17 17:45:00,26.81,0,24,518.18,2
2026-02-17 17:45:30,29.47,51.23,53,17.62,0
2026-02-17 17:46:00,27.67,84.92,23,749.22,2
2026-02-17 17:53:00,26.72,79.33,40,96.97,1
2026-02-17 18:03:00,33.84,0,46,4.92,0
2026-02-17 18:05:00,27.21,79.24,38,7.99,1
2026-02-17 18:05:30,34.79,57.32,45,0,0
2026-02-17 18:08:00,26.47,85.16,24,274.5,2
2026-02-17 18:08:30,26.38,86.46,32,53.85,1
2026-02-17 18:11:00,26.52,91.18,10,535.11,2
2026-02-17 18:14:00,23.42,93.67,23,595.5,2
2026-02-17 18:15:00,32.35,54.69,44,14.63,0
2026-02-17 18:21:00,29.72,60.17,49,0,0
2026-02-17 18:28:00,33.58,46.2,46,19.72,0
2026-02-17 18:29:00,36.2,50.38,48,0,0
2026-02-17 18:30:00,22.56,95.67,20,471.63,2
2026-02-17 18:35:00,22.2,97.9,22,125.72,2
2026-02-17 18:36:00,31.05,81.81,34,76.26,1
2026-02-17 18:39:00,32.13,69.07,43,34.91,1
2026-02-17 18:45:00,26.73,80.29,17,95.53,2
2026-02-17 18:50:00,34.22,58.72,45,0,0
