timestamp,satellite_prn,satellite_elevation_deg,satellite_azimuth_deg,temperature_C,humidity_%,rain_intensity_mm_hr,rain_sensor_value,snr_measured_dbhz,label
2026-02-02 08:45,-0.27,0.0,338.65,31.07,75.99,2.25,13.08,32,1
2026-02-14 10:33,12.18,85.61,251.59,23.2,95.04,8.5,168.8,28,2
2026-02-20 07:45,28.91,25.84,224.0,31.24,79.56,2.84,41.0,39,1
2026-01-23 02:34,6.15,68.47,232.76,32.17,81.46,0.0,55.41,42,1
2026-02-09 06:48,13.22,19.91,348.46,23.29,93.16,11.54,190.72,20,2
2026-01-20 09:01,17.45,59.92,322.37,22.81,99.48,6.68,137.62,24,2
2026-02-26 01:28,29.66,26.54,14.58,29.11,88.31,5.19,80.97,34,1
2026-02-05 14:33,24.58,7.87,240.32,28.29,83.33,1.68,47.3,39,1
2026-01-24 11:47,22.98,43.35,325.13,25.26,95.73,11.51,213.04,34,2
2026-03-02 14:58,21.7,71.07,148.96,23.69,89.87,20.62,407.96,19,2
2026-02-04 12:57,0.0,83.28,300.48,22.73,99.24,19.32,380.69,24,2
2026-02-23 22:50,10.91,60.17,31.82,29.36,80.66,0.98,30.53,44,1
2026-01-27 20:10,0.44,20.14,74.49,30.11,60.42,0.0,17.87,41,0
2026-01-22 02:32,1.76,29.64,234.39,36.34,56.49,0.0,0.0,44,0
2026-01-31 20:25,22.2,75.48,337.21,31.3,91.4,2.4,43.16,43,1
2026-02-09 20:38,4.02,58.82,130.78,27.43,72.83,1.44,0.0,43,1
2026-01-23 13:44,12.96,28.49,136.07,31.45,83.13,1.57,27.16,39,1
2026-02-23 22:50,4.9,82.31,35.19,28.46,84.51,2.91,56.94,39,1
2026-01-20 12:59,4.34,83.84,63.22,34.14,44.08,0.0,0.0,47,0
2026-01-24 20:22,7.39,35.32,99.03,30.93,56.48,1.48,0.0,49,0
2026-02-02 19:34,26.92,78.19,168.06,26.29,69.08,4.88,139.28,41,1
2026-03-01 02:43,17.1,70.61,87.27,31.13,57.9,0.0,0.0,48,0
2026-01-20 21:38,11.8,70.67,229.08,34.41,42.93,0.08,0.0,52,0
2026-02-10 10:48,15.36,35.69,290.1,25.25,94.03,32.85,665.38,18,2
2026-01-20 09:03,6.95,36.66,268.83,27.42,91.78,12.67,276.02,20,2
2026-02-10 05:42,32.1,10.98,342.45,25.98,88.95,1.3,23.35,35,1
2026-01-29 00:59,12.07,63.94,338.6,27.51,77.1,2.76,3.57,41,1
2026-02-26 07:35,11.99,37.78,198.75,24.31,84.68,33.56,655.93,4,2
2026-02-17 16:22,29.36,26.11,53.24,31.86,68.58,3.44,53.73,40,1
2026-02-22 08:02,9.69,25.69,195.16,31.37,50.72,0.91,0.0,41,0
2026-01-29 12:19,16.69,25.72,218.29,22.5,92.13,24.37,479.15,21,2
2026-03-03 13:12,25.32,18.14,223.16,25.7,86.83,27.73,547.87,13,2
2026-01-30 19:43,5.72,29.57,226.98,34.65,52.74,0.0,0.0,43,0
2026-02-15 11:23,26.87,74.61,67.36,25.03,89.14,10.4,205.14,29,2
2026-02-08 04:43,12.5,62.59,120.4,32.76,82.1,0.0,78.83,39,1
2026-02-17 16:13,17.23,9.41,330.63,27.62,86.02,1.01,10.78,40,1
2026-01-26 22:44,9.23,60.51,316.72,32.01,55.42,0.0,0.0,47,0
2026-01-27 13:53,11.85,12.76,35.53,34.27,51.54,0.0,0.0,0,0
2026-02-05 11:22,32.33,57.69,286.5,28.27,86.26,3.24,45.56,37,1
2026-01-21 11:47,9.14,28.81,283.54,31.69,51.8,0.6,0.0,46,0
2026-02-02 23:01,9.67,27.37,120.58,22.53,96.04,6.78,160.19,30,2
2026-02-15 20:37,10.92,4.5,290.33,28.37,82.65,17.52,359.59,15,2
2026-02-20 07:18,1.46,61.26,96.9,31.87,58.08,0.0,0.0,43,0
2026-02-05 06:48,9.19,55.76,336.93,34.75,54.18,0.0,0.0,52,0
2026-02-23 20:53,30.86,54.24,263.02,28.21,93.18,11.09,252.88,33,2
2026-02-11 14:25,24.32,83.67,56.27,31.25,86.34,1.72,39.89,40,1
2026-02-25 09:10,32.59,16.69,145.74,21.67,88.64,34.71,688.55,9,2
2026-02-18 20:31,14.75,39.4,262.23,26.51,68.95,4.14,78.1,36,1
2026-01-21 21:21,23.34,80.31,256.92,25.86,80.98,32.46,634.04,13,2
2026-02-07 07:29,19.29,47.94,72.57,25.8,89.69,3.34,81.92,37,1
2026-03-02 07:08,24.56,10.89,286.88,35.38,40.82,0.0,26.87,43,0
2026-02-04 21:20,0.0,75.08,57.97,30.55,41.66,0.0,0.0,45,0
2026-01-28 02:55,13.17,16.29,9.16,26.6,82.94,2.35,35.06,0,1
2026-02-27 19:17,9.03,37.75,322.02,35.48,50.19,0.82,0.0,46,0
2026-02-04 11:06,18.53,30.29,174.47,29.07,78.08,5.71,94.23,44,1
2026-02-10 09:05,1.67,14.11,263.09,29.51,82.21,0.96,17.38,39,1
2026-02-21 20:25,8.86,18.3,326.7,33.7,42.44,0.58,0.86,43,0
2026-01-29 23:58,17.84,43.13,142.66,0.0,0.0,0.0,496.82,29,2
2026-02-11 18:34,13.07,30.27,220.68,30.58,60.46,0.22,0.0,48,0
2026-02-15 09:29,26.33,65.33,124.21,22.74,99.67,19.03,377.84,21,2
2026-01-29 11:35,22.83,66.08,76.58,27.49,86.56,39.49,775.16,15,2
2026-02-09 06:15,0.0,22.24,71.2,34.21,51.15,0.21,0.0,51,0
2026-02-14 18:57,9.01,52.52,295.27,24.18,95.73,34.89,679.84,9,2
2026-03-03 23:10,21.43,38.91,333.61,33.99,44.23,0.0,9.3,50,0
2026-01-22 17:44,15.91,26.59,139.57,31.82,61.22,0.0,29.83,46,0
2026-01-30 20:07,30.96,32.19,20.97,32.28,40.46,0.0,23.05,51,0
2026-01-31 19:46,2.83,53.09,298.43,33.24,47.2,0.19,0.0,51,0
2026-02-05 19:01,17.92,12.63,280.98,32.02,42.2,0.65,6.58,44,0
2026-03-03 23:59,31.64,0.0,0.0,31.63,57.31,0.28,0.0,50,0
2026-01-22 13:37,15.59,27.46,274.03,27.28,88.48,2.79,65.46,39,1
2026-02-19 10:21,24.36,8.23,308.98,31.19,50.77,0.72,0.0,42,0
2026-01-26 10:45,17.5,44.93,265.46,28.1,70.7,4.98,80.01,38,1
2026-02-24 00:26,25.85,37.82,120.49,34.16,50.11,0.0,0.0,48,0
2026-03-02 19:37,32.47,72.58,232.74,0.0,92.57,9.12,164.43,33,2
2026-02-11 20:33,3.84,47.22,330.27,26.71,79.8,1.52,47.94,45,1
2026-02-09 01:46,30.38,39.73,46.37,22.77,92.39,25.4,491.64,18,2
2026-02-24 19:33,30.73,50.9,178.52,25.89,95.06,0.0,587.74,7,2
2026-02-04 08:16,11.51,76.23,131.21,30.58,79.19,2.12,44.74,42,1
2026-01-20 09:20,26.26,68.31,239.45,30.8,88.24,1.89,52.06,41,1
2026-02-03 04:00,7.61,24.27,299.22,28.68,70.66,1.96,89.18,36,1
2026-02-12 16:42,0.0,45.25,41.96,27.07,94.69,28.48,582.06,20,2
2026-01-31 03:05,16.35,83.47,104.92,30.63,59.01,0.02,1.6,54,0
2026-02-27 01:39,15.54,69.22,155.48,35.28,0.0,0.0,0.0,48,0
2026-02-08 05:44,13.61,46.73,112.9,31.95,48.54,0.53,16.94,43,0
2026-02-25 16:49,18.02,41.09,56.25,31.99,47.88,0.0,0.0,46,0
2026-01-31 18:26,8.22,39.32,285.61,32.27,55.08,0.0,30.16,47,0
2026-02-02 15:56,25.5,56.78,41.18,27.23,95.01,6.21,111.19,33,2
2026-01-21 21:10,32.36,53.19,95.87,32.13,56.81,0.64,8.28,46,0
2026-02-04 11:10,20.24,9.2,198.36,31.27,44.8,0.41,0.0,46,0
2026-02-17 10:35,20.36,36.73,308.64,25.82,93.98,17.53,357.3,22,2
2026-02-17 13:28,3.73,11.46,96.85,35.02,57.89,0.0,0.0,45,0
2026-02-13 03:58,7.92,41.53,195.05,29.88,74.86,0.91,19.03,41,1
2026-02-23 19:05,19.05,63.09,78.85,30.4,55.73,1.05,0.21,46,0
2026-01-27 09:32,0.0,68.06,229.93,23.55,84.19,25.25,516.51,26,2
2026-01-26 11:14,2.88,56.72,310.82,25.79,98.23,34.76,714.26,21,2
2026-02-04 23:00,6.44,76.26,133.19,28.19,73.52,1.05,14.41,37,1
2026-02-24 21:45,21.74,21.78,160.48,27.28,67.38,0.33,0.0,47,1
2026-01-31 08:40,2.69,12.04,94.88,23.36,98.06,28.6,571.13,0,2
2026-02-08 15:00,10.23,43.81,207.57,30.3,75.26,1.41,39.32,33,1
2026-02-21 13:28,13.78,24.8,296.14,25.61,101.05,8.51,157.97,31,2
2026-01-20 10:56,14.72,44.06,319.71,33.7,45.51,0.38,0.0,48,0
2026-02-28 08:33,4.12,19.84,144.35,33.33,49.13,0.0,0.0,48,0
2026-01-23 07:40,8.28,59.58,46.63,23.76,85.42,6.46,125.99,24,2
2026-03-01 11:18,32.6,28.84,210.15,25.01,100.78,25.85,509.68,25,2
2026-01-28 21:16,29.58,32.23,297.67,27.78,79.1,9.05,204.63,31,2
2026-02-23 10:18,20.29,8.28,162.17,27.18,86.57,0.0,98.71,32,1
2026-02-20 23:57,13.37,82.79,138.59,0.0,40.71,1.16,14.86,51,0
2026-02-22 21:11,27.24,46.99,25.26,34.06,53.28,0.0,0.0,47,0
2026-02-22 08:17,4.56,25.4,307.78,27.1,95.7,18.32,352.88,15,2
2026-02-15 14:07,6.58,78.31,165.93,35.89,48.42,0.0,0.0,48,0
2026-02-07 09:52,12.49,28.45,217.14,30.94,82.21,0.0,18.01,42,1
2026-02-15 08:37,0.0,48.99,268.48,27.14,84.46,12.3,233.01,33,2
2026-02-21 14:22,30.52,44.47,69.44,32.14,0.0,2.57,23.29,41,1
2026-02-07 06:09,19.67,39.86,280.21,27.75,72.47,1.63,6.1,32,1
2026-02-03 05:19,20.16,84.95,0.0,31.56,56.9,0.0,12.26,47,0
2026-02-14 15:33,13.88,42.26,122.96,30.74,42.84,0.3,8.69,44,0
2026-03-02 22:16,25.76,67.01,201.31,28.14,85.13,2.97,26.68,34,1
2026-01-31 05:46,26.02,14.76,349.91,31.92,47.23,0.0,18.59,43,0
2026-03-03 15:46,28.4,65.68,20.05,23.22,95.18,15.83,292.99,21,2
2026-03-04 03:44,17.53,80.13,19.03,36.34,37.79,0.76,0.0,52,0
2026-02-18 13:05,27.46,25.25,244.15,35.97,43.41,0.77,3.35,42,0
2026-02-14 10:05,7.28,53.39,116.22,0.0,87.74,5.24,71.48,43,1
2026-01-21 17:28,29.64,75.75,63.69,25.86,78.3,3.63,37.53,41,1
2026-03-03 00:15,3.68,80.34,167.72,30.02,0.0,0.74,9.21,45,0
2026-01-29 02:02,26.14,53.8,267.35,27.03,90.04,21.9,449.43,14,2
2026-02-15 17:36,7.2,83.59,267.19,33.2,60.87,0.46,2.99,52,0
2026-02-09 02:53,9.32,65.13,146.66,33.32,55.71,0.4,0.0,43,0
2026-02-07 18:55,3.52,0.0,37.39,22.11,86.62,32.26,649.88,12,2
2026-02-12 20:48,0.67,47.28,264.67,24.84,103.54,33.89,652.27,15,2
2026-01-20 15:44,0.0,71.32,271.48,33.44,50.3,0.0,0.0,47,0
2026-02-04 06:38,14.72,65.55,274.37,26.94,96.12,23.37,464.23,28,2
2026-02-12 14:27,7.98,76.69,261.35,21.42,88.48,20.55,386.52,25,2
2026-01-20 20:59,26.32,68.48,277.18,33.56,45.67,0.0,14.11,0,0
2026-01-20 22:11,15.23,36.95,60.98,31.32,56.83,0.95,10.66,51,0
2026-03-02 17:08,16.51,77.8,322.7,26.6,94.42,5.53,114.68,25,2
2026-01-22 15:55,12.47,65.69,90.54,25.63,90.39,5.01,112.92,29,2
2026-02-16 17:18,29.86,75.21,115.45,25.26,0.0,26.23,512.86,23,2
2026-02-06 00:35,15.58,54.49,93.71,23.54,93.62,38.92,791.24,0,2
2026-01-27 08:42,10.15,34.54,111.48,26.75,88.09,0.0,23.05,41,1
2026-01-26 02:38,30.16,83.56,242.54,32.46,44.91,0.86,0.0,46,0
2026-01-30 09:07,9.45,63.06,100.81,27.83,100.68,29.79,586.27,13,2
2026-02-17 04:56,29.52,65.74,271.81,29.89,86.44,5.61,89.84,37,1
2026-02-21 23:23,11.44,19.9,277.13,31.2,36.58,1.09,0.0,43,0
2026-03-04 01:36,14.73,60.23,59.7,34.38,44.13,0.0,17.13,44,0
2026-02-08 16:35,26.77,29.61,350.91,36.57,51.59,0.21,15.62,43,0
2026-02-24 18:35,0.0,70.97,28.3,32.87,59.75,0.71,2.88,51,0
2026-01-28 13:12,12.51,26.1,132.82,36.14,50.18,0.0,18.66,45,0
2026-02-25 02:46,30.12,46.84,256.91,31.15,78.06,1.65,65.15,36,1
2026-03-04 14:37,28.02,59.05,121.49,27.62,79.44,4.92,75.78,38,1
2026-02-26 18:00,3.0,15.88,42.85,27.34,83.07,28.67,562.8,7,2
2026-01-23 17:43,25.76,44.86,19.36,31.74,85.84,1.3,40.68,38,1
2026-02-02 05:28,19.73,52.0,57.97,33.04,49.49,0.0,0.0,49,0
2026-02-11 23:01,1.5,18.24,99.99,28.85,77.3,3.44,73.36,38,1
2026-01-28 01:46,13.22,72.01,214.52,27.09,73.82,0.87,52.12,35,1
2026-02-24 09:10,18.69,7.73,276.13,28.13,90.22,39.0,753.27,0,2
2026-02-26 20:46,12.45,46.51,114.83,25.98,95.0,24.22,495.19,10,2
2026-02-10 07:19,14.9,10.26,260.76,22.87,82.13,22.19,385.88,22,2
2026-02-26 09:39,12.51,65.63,354.6,25.15,96.54,28.38,599.36,18,2
2026-02-27 02:44,14.89,44.61,270.94,32.0,52.85,0.63,0.0,45,0
2026-01-25 20:33,31.81,25.54,70.26,28.73,84.5,0.89,8.98,34,1
2026-02-02 09:35,28.47,79.26,62.3,25.51,85.59,16.56,302.04,21,2
2026-02-16 08:23,31.83,77.55,290.92,22.88,88.42,18.12,351.37,21,2
2026-02-23 16:33,19.87,44.51,110.66,35.16,55.08,0.3,0.0,42,0
2026-01-30 04:41,11.65,23.26,279.3,23.15,86.57,18.39,362.56,11,2
2026-02-20 05:03,23.24,55.9,227.25,27.27,98.94,28.32,564.23,16,2
2026-02-07 06:10,25.77,72.64,92.84,31.9,45.03,0.0,7.01,48,0
2026-01-22 15:50,11.58,68.06,296.54,30.19,51.41,0.0,29.92,48,0
2026-02-15 12:49,2.59,56.48,262.58,24.99,97.51,25.92,529.97,20,2
2026-03-03 09:27,20.46,19.96,243.66,33.94,50.49,1.34,13.31,47,0
2026-02-27 21:30,20.71,53.93,196.01,32.4,52.66,0.0,10.25,50,0
2026-02-27 04:00,15.71,48.92,33.27,35.83,50.67,0.0,3.61,53,0
2026-02-28 03:19,14.46,58.36,73.95,34.33,59.28,0.5,0.0,51,0
2026-03-04 15:40,0.0,66.84,274.15,31.19,73.49,2.48,44.44,39,1
2026-03-04 07:36,5.86,83.9,-0.17,31.95,91.71,3.7,74.15,34,1
2026-01-21 23:16,19.61,58.07,58.7,23.23,91.39,27.5,522.72,17,2
2026-01-27 18:48,12.84,65.28,98.8,25.19,94.31,7.75,166.09,25,2
2026-01-30 12:16,8.23,25.66,87.24,27.87,93.42,10.2,215.03,19,2
2026-02-20 11:11,12.62,65.47,140.21,29.98,54.61,0.0,12.38,42,0
2026-01-20 14:16,19.87,42.61,178.55,34.94,47.97,0.05,0.0,49,0
2026-02-11 12:47,23.6,6.71,238.27,24.51,93.26,10.26,201.76,26,2
2026-01-26 22:01,18.43,33.41,184.07,23.94,100.47,32.89,665.6,15,2
2026-02-03 19:52,16.5,5.45,180.24,35.12,55.84,0.22,0.0,47,0
2026-02-26 19:54,15.77,19.54,49.18,29.33,70.15,2.05,54.91,38,1
2026-02-14 08:37,0.41,21.99,58.07,23.35,91.4,21.87,436.42,21,2
2026-02-08 06:42,31.75,68.32,116.61,26.75,84.2,19.61,394.59,20,2
2026-01-25 23:48,9.51,34.24,131.43,0.0,86.96,8.69,185.58,26,2
2026-02-16 18:28,14.1,66.42,345.55,24.56,0.0,15.21,326.42,23,2
2026-02-10 17:19,8.02,78.95,109.72,35.84,45.97,0.61,25.68,51,0
2026-03-01 18:39,12.2,55.19,69.58,29.19,86.72,1.5,46.2,42,1
2026-01-26 06:48,28.09,48.31,248.28,35.2,39.9,0.0,19.64,46,0
2026-01-22 08:50,0.0,49.6,186.7,0.0,88.38,2.7,71.51,44,1
2026-02-20 06:57,23.81,11.7,50.76,32.03,45.9,0.86,30.41,51,0
2026-02-12 18:42,19.91,15.15,94.78,21.72,97.83,20.1,410.42,12,2
2026-02-09 05:25,28.24,47.02,134.66,24.1,94.58,36.79,725.98,23,2
2026-03-03 15:28,23.72,73.89,280.0,26.34,83.38,1.11,19.54,38,1
2026-02-13 13:24,11.22,43.24,336.43,30.32,85.98,4.54,77.41,39,1
2026-01-31 08:58,22.84,13.16,142.23,33.37,44.04,0.16,6.99,51,0
2026-02-06 05:59,10.63,14.08,325.91,29.56,82.74,4.91,93.04,33,1
2026-01-26 23:45,2.66,15.74,0.0,35.29,53.55,0.29,0.0,45,0
2026-02-07 11:52,5.74,51.29,201.6,31.32,77.48,4.79,45.0,33,1
2026-01-20 15:09,6.0,49.26,267.0,23.69,87.46,7.97,143.42,32,2
2026-01-28 06:24,14.84,41.13,0.0,27.89,92.78,31.98,661.52,19,2
2026-02-05 13:39,21.35,63.31,27.15,23.95,84.9,5.76,133.26,30,2
2026-02-10 14:36,1.56,13.37,6.04,25.61,99.16,8.47,177.27,23,2
2026-02-23 12:07,21.41,61.62,95.25,28.38,69.89,3.35,41.96,43,1
2026-01-21 15:05,7.89,36.99,177.51,30.97,71.04,1.57,29.99,41,1
2026-01-22 13:11,14.0,28.46,0.0,23.17,101.02,22.15,448.41,20,2
2026-03-02 22:50,15.13,58.02,85.0,23.43,86.34,24.25,483.35,17,2
2026-02-10 09:10,23.61,73.7,148.36,35.31,47.37,0.26,0.77,53,0
2026-02-19 16:52,12.63,50.33,240.61,31.48,47.6,1.15,7.95,43,0
2026-02-02 04:17,1.88,10.34,344.84,29.59,81.48,2.95,47.84,39,1
2026-02-20 03:08,28.77,61.65,172.67,23.65,92.82,22.94,475.3,24,2
2026-02-27 02:25,15.98,54.89,317.89,33.28,43.82,0.0,15.65,53,0
2026-02-14 12:29,13.96,48.04,173.26,34.39,49.24,0.0,2.87,52,0
2026-01-26 13:40,16.13,39.83,90.72,26.1,91.43,10.93,210.5,30,2
2026-03-02 05:46,18.7,32.65,357.99,28.19,85.37,1.26,34.08,37,1
2026-01-29 20:53,30.55,10.23,349.75,0.0,85.95,39.36,794.55,10,2
2026-02-05 15:03,8.56,40.19,42.37,26.26,86.75,11.67,237.79,25,2
2026-03-02 03:17,21.85,33.92,250.62,26.93,88.77,1.86,0.0,37,1
2026-02-10 22:46,12.95,15.69,9.11,30.78,42.69,0.17,0.0,44,0
2026-02-17 16:36,26.67,37.11,326.28,32.33,83.84,3.59,112.14,0,1
2026-02-12 01:34,24.12,22.93,346.47,34.67,44.43,0.2,8.4,44,0
2026-03-01 09:14,24.26,39.05,44.99,25.03,0.0,24.16,507.42,26,2
2026-02-03 17:41,1.13,41.47,285.99,30.57,82.57,1.77,20.92,35,1
2026-03-02 05:10,5.11,75.93,308.02,31.46,48.52,0.0,6.26,51,0
2026-02-28 12:36,16.14,66.25,79.37,26.58,85.71,2.06,4.97,37,1
2026-01-25 19:20,21.11,51.03,274.31,31.46,56.82,0.39,9.18,41,0
2026-01-29 13:25,23.88,61.91,219.11,32.2,77.66,0.43,7.84,38,1
2026-03-04 04:55,8.54,14.86,59.47,22.1,96.28,34.73,688.93,13,2
2026-02-08 08:31,12.82,56.25,73.67,22.99,91.06,11.6,263.96,29,2
2026-01-28 10:40,5.44,40.59,224.65,32.05,45.75,0.0,13.81,0,0
2026-01-23 12:00,16.2,63.83,-5.05,27.06,88.32,8.23,159.4,20,2
2026-03-04 07:04,31.74,52.55,111.57,24.27,93.88,9.64,179.43,22,2
2026-02-24 19:21,10.95,60.82,208.19,27.56,91.42,17.66,0.0,24,2
2026-02-11 23:40,27.37,80.12,342.76,25.15,70.97,0.25,0.0,40,1
2026-02-02 11:45,28.29,86.47,96.99,35.59,54.61,0.0,4.74,52,0
2026-02-22 04:47,24.35,71.29,83.53,31.59,51.52,0.14,9.25,56,0
2026-01-29 10:56,30.85,72.43,344.84,27.45,92.84,2.11,52.17,38,1
2026-02-23 16:06,16.98,48.27,58.84,30.93,48.12,0.03,0.0,43,0
2026-02-02 09:17,15.49,14.66,18.89,26.1,92.74,14.73,293.99,25,2
2026-01-22 08:23,19.5,71.82,140.18,22.46,87.22,11.02,226.47,17,2
2026-02-14 14:59,20.31,13.97,292.58,34.11,46.98,1.3,10.21,44,0
2026-02-23 00:08,14.01,41.38,57.66,28.83,84.22,1.61,53.21,36,1
2026-02-13 18:49,12.13,53.76,149.92,34.74,56.92,0.0,0.0,49,0
2026-02-03 02:43,15.44,70.14,304.22,35.69,46.06,0.05,24.12,44,0
2026-01-29 21:23,11.41,32.61,97.74,30.93,69.86,1.81,15.74,37,1
2026-01-27 23:40,29.37,8.47,82.27,30.34,76.69,5.5,110.53,32,1
2026-01-24 14:03,18.74,0.0,67.33,29.44,69.95,0.0,4.85,0,1
2026-02-08 13:40,19.51,36.57,12.67,23.94,97.09,35.05,683.33,16,2
2026-01-24 02:19,32.15,40.47,72.32,0.0,58.49,0.0,0.0,43,0
2026-03-02 02:17,5.9,83.87,304.25,35.19,54.69,0.0,0.0,52,0
2026-02-25 17:53,22.73,71.8,114.48,31.33,74.84,3.08,0.0,39,1
2026-01-26 18:07,4.38,21.92,144.65,25.45,89.65,29.16,567.33,16,2
2026-02-20 13:02,6.58,74.41,244.33,28.26,91.81,5.03,104.0,41,1
2026-02-25 21:10,7.75,50.43,94.18,28.43,97.31,24.97,503.11,27,2
2026-01-31 00:14,19.48,5.87,50.05,36.78,55.41,1.78,14.03,43,0
2026-02-05 00:39,14.32,22.94,321.18,33.98,52.07,0.0,0.0,47,0
2026-01-22 19:24,10.33,36.51,134.85,27.36,73.6,1.92,14.99,38,1
2026-02-11 23:48,2.4,71.93,353.38,26.4,87.72,25.98,524.37,23,2
2026-02-19 19:26,21.51,82.0,133.84,22.12,90.59,14.92,327.49,21,2
2026-02-19 16:59,1.81,74.61,79.09,30.65,78.76,1.35,15.86,42,1
2026-01-22 13:53,13.38,49.37,219.12,29.51,0.0,4.88,104.51,37,1
2026-01-27 02:29,19.1,16.0,42.2,23.66,83.3,36.29,723.0,5,2
2026-02-18 00:58,0.0,21.22,243.07,28.08,73.45,5.51,91.51,40,1
2026-02-04 08:31,9.3,78.69,279.66,25.48,81.17,4.61,103.26,43,1
2026-02-24 22:40,21.41,23.67,7.89,27.97,83.58,4.44,92.97,37,1
2026-02-15 04:14,2.84,9.79,304.24,31.87,89.51,1.61,23.46,39,1
2026-02-01 00:21,26.9,15.53,242.56,0.0,0.0,1.28,40.74,40,1
2026-02-20 07:54,16.98,84.7,113.98,31.92,64.71,0.58,13.7,48,0
2026-02-09 19:16,8.16,70.6,284.78,34.28,58.22,0.49,6.1,46,0
2026-02-24 07:44,18.56,33.52,228.33,31.19,86.38,2.66,36.2,37,1
2026-03-04 17:39,19.0,21.21,57.97,30.57,51.56,0.34,6.15,45,0
2026-02-18 02:06,20.75,63.89,191.64,33.49,54.37,0.0,0.0,50,0
2026-02-09 01:34,1.89,26.14,160.99,24.73,97.39,17.27,340.16,29,2
2026-02-11 10:17,3.61,15.93,96.77,30.76,48.88,0.61,2.42,48,0
2026-02-09 02:50,13.92,59.5,0.0,30.71,74.17,2.06,26.79,45,1
2026-02-27 20:06,16.02,84.1,269.6,25.07,95.34,5.9,108.27,31,2
2026-01-24 04:28,2.87,15.7,174.9,32.56,50.77,0.23,0.0,0,0
2026-01-29 16:19,18.87,45.79,3.1,34.77,57.76,0.05,0.0,47,0
2026-01-30 05:57,24.17,32.23,141.93,24.33,89.09,23.9,495.14,18,2
2026-02-19 04:30,2.26,60.19,74.95,35.03,42.58,0.0,6.83,46,0
2026-01-23 09:40,22.7,29.03,71.25,34.0,59.85,0.0,0.0,44,0
2026-01-26 13:48,23.65,76.4,353.4,27.92,0.0,26.73,527.1,24,2
2026-02-08 16:00,8.72,67.99,105.97,32.8,52.1,1.08,9.33,43,0
2026-02-08 03:30,15.35,6.51,92.14,30.77,49.63,0.0,19.44,41,0
2026-01-20 06:01,10.26,23.9,17.7,27.04,94.85,24.94,495.86,23,2
2026-02-28 20:29,26.14,60.8,204.02,26.66,94.55,20.75,437.1,26,2
2026-02-28 15:23,8.43,57.29,294.78,30.22,54.49,0.0,0.98,51,0
2026-02-12 22:21,2.4,83.81,59.36,24.77,103.7,17.62,363.74,23,2
2026-02-17 10:24,25.9,14.27,210.86,25.57,81.81,4.02,45.53,37,1
2026-02-04 15:08,17.89,51.05,150.03,30.69,79.33,0.36,7.58,43,1
2026-02-25 16:18,1.49,12.07,160.26,23.14,89.46,19.54,387.65,21,2
2026-03-01 16:19,4.07,57.68,25.39,22.95,93.29,10.55,204.31,29,2
2026-03-01 19:42,25.81,77.28,143.07,29.55,89.1,1.55,11.82,0,1
2026-01-24 00:43,3.27,14.17,206.41,31.84,48.61,0.0,20.2,51,0
2026-02-07 13:33,30.99,77.8,233.34,30.76,43.43,0.01,14.16,46,0
2026-01-26 03:24,5.12,62.2,198.61,31.29,86.87,2.08,59.07,39,1
2026-02-13 08:16,28.55,59.28,227.47,30.49,76.56,1.93,3.36,46,1
2026-02-28 08:52,19.0,67.55,39.63,24.2,92.6,30.07,557.05,9,2
2026-02-25 23:33,5.04,67.36,269.35,32.62,44.75,0.14,16.38,51,0
2026-01-28 01:30,2.35,49.02,0.0,27.27,76.77,1.63,17.54,38,1
2026-01-23 08:39,10.29,79.77,116.04,24.33,93.73,14.36,271.75,30,2
2026-02-21 06:38,26.03,58.18,53.89,29.03,82.67,3.45,83.61,43,1
2026-02-09 17:28,23.35,30.88,145.93,36.47,42.33,0.26,21.03,46,0
2026-03-01 23:29,17.23,12.57,6.37,23.48,94.88,17.71,316.82,13,2
2026-02-08 02:13,15.79,10.54,255.88,24.19,97.77,10.58,179.52,30,2
2026-01-30 13:29,20.77,76.14,118.83,34.78,55.99,0.39,1.8,51,0
2026-01-24 05:22,19.59,18.96,118.51,31.18,72.53,3.67,76.13,38,1
2026-01-24 00:23,24.67,67.25,156.53,34.75,45.37,1.48,0.0,49,0
2026-01-21 08:17,3.01,52.49,298.9,28.69,83.49,0.0,50.37,36,1
2026-02-27 23:03,25.67,4.95,303.04,29.7,83.6,3.7,70.58,34,1
2026-02-24 11:53,27.03,53.08,111.16,27.28,88.83,3.93,62.3,37,1
2026-02-06 23:06,29.82,63.48,274.09,32.09,52.69,0.21,18.99,47,0
2026-01-23 17:11,22.08,86.06,38.42,35.99,42.55,1.16,33.0,52,0
2026-02-04 08:25,32.41,71.18,340.25,31.89,73.63,1.0,20.04,41,1
2026-02-01 17:37,8.39,6.2,150.89,30.49,51.69,0.0,0.0,44,0
2026-02-15 22:45,23.6,10.71,204.6,23.42,87.27,28.4,564.0,20,2
2026-01-22 09:48,22.39,36.29,198.34,28.52,82.05,0.89,10.21,40,1
2026-02-15 15:25,11.11,7.14,127.11,34.15,49.28,0.49,0.0,41,0
2026-01-23 20:42,20.8,83.29,274.65,30.34,91.62,3.29,84.75,33,1
2026-02-20 03:18,21.82,30.43,57.11,29.25,79.53,4.73,83.95,35,1
2026-02-17 01:41,17.59,46.46,9.68,23.38,91.72,24.88,461.67,26,2
2026-01-31 11:47,4.0,50.19,236.37,0.0,59.42,0.09,25.55,46,0
