Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,Mean_SNR,SNR_Var,Sat_Count,WeatherLabel
121000,30.86517835,67.17865806,439,1,41,37,39,42,42,42,41,40.25,3.928571429,8,1
89700,31.95718976,62.11321696,525,1,38,43,43,40,43,42,41,41.625,3.410714286,8,1
102800,22.68658531,80.92797108,938,1,35,33,32,34,32,32,36,31,58,11,2
186700,22.93845477,97.81253185,851,1,35,34,33,33,32,34,34,32,90,11,2
82700,31.64707994,62.71069018,464,1,41,39,41,42,39,43,40,41,2.571428571,8,1
187000,30.41751749,73.95185131,355,1,39,44,43,39,41,41,42,41.625,3.982142857,8,1
75500,31.06374112,76.04437617,528,1,40,40,39,39,42,42,40,40,2,8,1
5800,30.36181831,53.01946934,89,0,48,50,49,48,50,50,49,49.14285714,0.80952381,7,0
7600,36.17016277,44.77592423,43,0,51,49,50,49,49,49,52,49.85714286,1.476190476,7,0
79600,37.45694626,41.46163124,16,0,51,49,50,51,50,50,50,50.14285714,0.476190476,7,0
41600,29.51727822,61.17956424,364,1,41,40,41,39,42,39,41,40.875,2.696428571,8,1
98500,30.76075164,70.66923204,366,1,42,41,41,38,40,40,44,40.875,2.982142857,8,1
77900,22.50198483,94.35822762,869,1,33,33,33,33,32,32,29,30,61,11,2
78500,37.26760449,44.83954261,38,0,50,52,51,51,49,51,49,50.42857143,1.285714286,7,0
184100,22.86853835,84.79438752,770,1,34,33,32,33,34,33,32,30,88,11,2
67800,22.10199526,80.81859708,854,1,35,34,32,37,33,35,33,31,82,11,2
21700,28.53067373,73.84962268,360,1,41,40,41,43,40,42,40,41.25,1.642857143,8,1
169200,22.084499,90.27008848,747,1,32,36,33,34,34,32,31,31,84,11,2
23800,26.61638604,81.98440389,913,1,33,34,34,35,34,34,35,31,94,11,2
150400,31.3383055,79.66756604,311,1,42,41,41,40,40,44,39,40.875,2.410714286,8,1
137000,25.37673998,71.47441595,489,1,41,40,42,44,43,40,38,41.375,3.982142857,8,1
198200,31.75490777,73.35645708,530,1,44,41,42,42,44,44,42,42.5,1.714285714,8,1
145100,25.52467648,95.13365927,899,1,33,33,33,33,33,31,34,30,87,11,2
91000,34.72235954,44.60833324,88,0,48,48,50,51,48,51,52,49.71428571,2.904761905,7,0
17200,25.2532744,79.41605977,394,1,41,44,43,40,43,42,42,42.125,1.553571429,8,1
151800,28.42733331,78.54441588,554,1,42,45,40,40,42,38,41,41.5,5.142857143,8,1
30900,25.11910664,62.33657044,454,1,42,42,40,40,44,44,42,41.375,5.410714286,8,1
179000,22.16217443,95.823655,977,1,34,34,34,34,35,33,31,31,87,11,2
125700,33.93275637,44.12504228,55,0,50,50,47,53,49,49,50,49.71428571,3.238095238,7,0
49500,29.63065786,64.79327601,461,1,43,41,44,41,38,40,40,41.375,4.553571429,8,1
142900,27.19214094,87.66711766,753,1,33,31,32,30,32,30,34,30,71,11,2
164800,24.71489646,85.69207386,815,1,31,31,32,33,34,33,33,30,80,11,2
117800,36.08822322,56.28251371,54,0,51,52,52,50,50,50,49,50.57142857,1.285714286,7,0
180800,22.92768813,88.37646522,1013,1,34,31,30,32,35,32,34,30,77,11,2
175800,27.03814783,84.52154356,935,1,35,34,36,31,33,34,34,31,85,11,2
44200,32.99416637,55.23803625,22,0,49,51,50,49,50,49,52,50,1.333333333,7,0
173700,23.38307177,95.08776234,727,1,34,32,35,34,32,29,34,31,72,11,2
103800,29.67294798,65.1940652,447,1,42,41,37,42,41,43,39,40.625,3.696428571,8,1
129600,31.59192194,60.9998403,454,1,39,41,40,41,41,43,44,41.5,2.857142857,8,1
155000,23.43871485,80.67818129,742,1,31,35,33,34,33,34,36,31,76,11,2
105400,37.98347288,53.13512127,44,0,50,50,49,49,49,50,52,49.85714286,1.142857143,7,0
66900,28.73750279,67.25887667,320,1,42,41,41,42,42,40,41,41.25,0.5,8,1
106700,22.17912715,86.34894697,1002,1,32,31,33,32,34,32,34,30,85,11,2
104400,26.59772409,67.9713569,364,1,41,42,44,42,39,43,43,41.875,2.410714286,8,1
141500,37.49284554,51.32361382,39,0,50,51,50,52,50,53,52,51.14285714,1.476190476,7,0
37200,27.9932879,78.89220432,386,1,39,37,39,43,39,44,40,40.375,5.696428571,8,1
17600,24.49196322,90.10359043,993,1,33,35,35,32,31,33,33,30,82,11,2
97200,26.41128772,66.05659122,482,1,41,42,42,40,40,38,40,40.5,1.714285714,8,1
27700,25.51341299,89.50128343,912,1,33,32,30,33,32,34,33,30,65,11,2
168500,30.28477178,76.65348034,431,1,44,41,41,42,44,44,41,42.25,2.214285714,8,1
45800,24.033605,99.67817813,971,1,34,31,33,34,33,33,36,30,84,11,2
150200,30.20513653,59.944758,23,0,48,49,48,49,50,50,52,49.42857143,1.952380952,7,0
74600,25.06913322,87.0652199,750,1,36,29,31,32,32,32,38,31,47,11,2
184400,29.5548859,73.03121606,513,1,40,41,41,43,39,41,39,40.875,2.410714286,8,1
1100,30.33180699,64.64108173,388,1,41,45,40,42,40,39,41,41,3.428571429,8,1
22000,25.3301822,98.71381089,1016,1,32,32,33,35,33,34,32,30,85,11,2
35100,27.72640853,87.9712553,962,1,33,32,33,36,34,33,32,30,85,11,2
85900,25.7341708,73.28241436,444,1,41,44,44,41,41,44,41,41.875,3.553571429,8,1
16500,26.43638877,84.6553299,855,1,33,33,33,34,32,33,32,30,79,11,2
13400,25.72625139,83.51256642,760,1,34,32,33,33,34,34,35,31,88,11,2
146400,29.33366837,71.05999533,322,1,43,42,37,39,42,41,38,40.5,4.857142857,8,1
600,30.4646689,48.99479685,36,0,48,53,51,50,51,49,51,50.42857143,2.619047619,7,0
48700,30.47326849,78.62186558,511,1,41,41,45,42,43,40,40,41.375,3.696428571,8,1
67800,37.75576347,42.23024425,68,0,50,50,51,50,51,51,50,50.42857143,0.285714286,7,0
194300,35.66144748,47.86207815,88,0,51,51,48,49,50,50,47,49.42857143,2.285714286,7,0
171600,29.45173176,63.63404775,418,1,41,39,41,42,37,41,42,40.25,3.071428571,8,1
48900,25.17283538,92.26544363,923,1,34,35,34,31,33,32,35,30,66,11,2
66500,24.15241086,95.22273214,776,1,33,36,35,33,33,32,31,30,62,11,2
40700,26.00293567,81.73198633,776,1,31,35,33,32,32,31,33,30,82,11,2
60700,27.05487014,60.38296582,496,1,38,42,41,42,42,42,42,41.75,3.642857143,8,1
97800,25.43940347,86.13406586,964,1,36,33,32,32,32,33,31,30,76,11,2
143400,26.93677849,86.17725626,936,1,32,33,36,33,30,33,34,30,67,11,2
106400,33.37085602,52.9700964,74,0,52,50,50,49,49,49,51,50,1.333333333,7,0
173200,31.84175815,62.24259435,365,1,38,42,43,38,43,42,40,41,4.285714286,8,1
24200,27.51930623,64.92935634,506,1,43,42,41,41,44,41,41,41.875,1.267857143,8,1
147400,32.61626529,56.7630995,1,0,50,50,52,52,50,50,48,50.28571429,1.904761905,7,0
30000,26.85462872,96.39026213,898,1,32,31,34,31,33,32,36,30,79,11,2
188900,37.93447961,48.06421266,45,0,48,51,49,50,53,50,51,50.28571429,2.571428571,7,0
145400,28.85324624,66.98375697,380,1,36,41,43,41,42,40,44,41.125,5.839285714,8,1
2100,31.65172462,62.25821674,398,1,41,41,42,39,38,40,41,40.5,2,8,1
61200,26.4029801,81.38814497,986,1,33,33,37,33,35,35,33,31,90,11,2
110700,26.39070785,99.72531475,753,1,32,34,35,34,29,30,34,30,69,11,2
65800,26.29340842,79.99913909,311,1,43,40,41,41,41,40,44,41.625,2.267857143,8,1
46700,27.1402378,62.94931316,555,1,43,39,43,40,41,41,39,40.875,2.410714286,8,1
75100,25.0130437,61.62469791,423,1,42,41,42,43,36,44,40,41,6,8,1
113000,35.78736091,56.10180637,56,0,51,50,51,50,51,52,50,50.71428571,0.571428571,7,0
146100,35.20986382,43.12413137,24,0,50,50,50,52,50,48,51,50.14285714,1.476190476,7,0
10000,24.41374943,93.79965168,890,1,32,31,32,31,33,32,37,30,45,11,2
101100,24.4337797,90.23680263,847,1,32,30,31,32,33,34,34,30,65,11,2
130800,31.19488208,71.34828326,443,1,40,42,41,46,41,44,39,41.5,6,8,1
126000,27.14182047,60.46046702,351,1,42,37,41,37,41,43,40,40.125,4.696428571,8,1
22200,30.74939814,41.9306894,90,0,52,48,49,51,51,51,52,50.57142857,2.285714286,7,0
107800,25.49902289,82.33509091,917,1,34,36,32,34,30,35,33,31,57,11,2
4800,34.37368223,50.87076435,85,0,48,51,50,50,49,50,52,50,1.666666667,7,0
57300,34.9766936,49.52873973,76,0,51,49,50,48,49,50,52,49.85714286,1.80952381,7,0
123600,36.914866,44.39107846,69,0,52,50,50,51,50,51,52,50.85714286,0.80952381,7,0
142400,26.58588707,90.5875035,976,1,32,34,34,34,32,33,34,31,90,11,2
190600,25.23817906,86.08864695,977,1,34,34,32,32,33,33,34,30,90,11,2
56000,23.08814628,90.22664539,824,1,34,37,31,32,34,35,31,31,53,11,2
28200,30.60226679,63.51917476,417,1,40,38,42,41,39,41,39,39.875,1.839285714,8,1
104100,22.84204638,98.9827166,846,1,33,32,33,32,33,36,31,31,78,11,2
26700,35.61987267,54.05267546,6,0,52,50,51,51,50,52,54,51.42857143,1.952380952,7,0
110400,37.95926258,45.17423284,32,0,48,50,53,49,51,51,51,50.42857143,2.619047619,7,0
30500,27.52027392,61.57226289,577,1,39,40,40,41,41,42,40,40.125,1.553571429,8,1
12000,22.84783425,94.91335714,866,1,32,33,32,31,31,34,35,31,73,11,2
193500,36.439912,50.92917083,73,0,48,50,51,49,52,50,49,49.85714286,1.80952381,7,0
38600,32.25627658,47.42344847,96,0,50,50,51,51,50,49,51,50.28571429,0.571428571,7,0
170100,33.45998303,53.56999937,35,0,46,50,51,50,50,51,51,49.85714286,3.142857143,7,0
162800,30.7734116,55.85189626,55,0,48,50,50,51,49,50,52,50,1.666666667,7,0
120000,26.57395982,62.64678025,446,1,41,41,40,38,44,39,44,40.5,6.571428571,8,1
71400,31.40440669,70.12158694,523,1,42,41,44,39,39,42,38,40.625,3.982142857,8,1
98600,29.37622506,67.0436713,405,1,41,42,40,40,40,40,46,41.25,4.214285714,8,1
135600,25.38447905,82.88748663,701,1,35,34,31,34,33,32,34,30,78,11,2
156300,32.19844828,48.3721455,28,0,50,53,50,53,50,51,50,51,2,7,0
157800,28.44338251,79.7535671,590,1,42,40,42,42,41,40,41,41.5,1.714285714,8,1
20900,31.28646441,58.21540323,6,0,49,49,52,49,51,50,50,50,1.333333333,7,0
90900,33.03753927,46.07885025,55,0,50,47,49,51,49,50,50,49.42857143,1.619047619,7,0
128900,30.62862798,44.06945485,72,0,51,49,53,50,49,52,48,50.28571429,3.238095238,7,0
179400,25.48426798,87.88205869,958,1,33,32,33,33,34,33,35,31,84,11,2
86600,27.35449942,85.32447272,815,1,36,34,33,32,33,33,34,30,88,11,2
184200,33.51523992,49.51192384,9,0,51,51,49,50,49,50,51,50.14285714,0.80952381,7,0
49700,31.30057279,64.40397834,464,1,41,39,42,44,38,42,41,41.625,6.553571429,8,1
33300,24.58330617,93.32890851,799,1,35,33,33,32,34,35,33,31,87,11,2
56900,22.60266647,84.50735496,776,1,34,34,36,32,33,31,33,30,54,11,2
95800,31.33026695,45.48143179,19,0,49,50,51,50,52,51,49,50.28571429,1.238095238,7,0
179300,35.44182223,54.77733354,92,0,52,48,50,49,52,48,48,49.57142857,3.285714286,7,0
8800,31.58712654,70.9693213,370,1,41,41,37,43,40,39,40,40.75,5.928571429,8,1
70200,27.77953168,69.37197017,530,1,37,40,40,43,42,37,41,40.25,5.071428571,8,1
33100,36.06276888,41.19049401,13,0,49,50,50,49,52,50,49,49.85714286,1.142857143,7,0
133400,27.20952629,72.82874934,347,1,43,43,41,42,41,40,40,41.375,1.410714286,8,1
188100,25.3432064,62.29013208,405,1,43,43,42,40,43,40,41,41.125,4.410714286,8,1
99100,28.38059308,76.0970819,379,1,41,44,43,42,39,43,44,41.875,4.125,8,1
45900,28.7454072,70.65273144,357,1,39,42,42,37,40,44,39,40,6.285714286,8,1
177400,36.29522709,53.1732271,3,0,51,49,50,51,50,51,51,50.42857143,0.619047619,7,0
81300,27.54590083,95.09788195,862,1,34,35,34,31,35,34,30,31,73,11,2
20200,23.57429257,80.77011395,827,1,33,30,34,34,34,31,38,31,46,11,2
24900,25.84833272,96.74031032,969,1,32,31,32,31,32,35,35,30,78,11,2
102500,22.42030384,83.30198082,942,1,33,33,34,33,31,33,32,30,89,11,2
26300,22.19341668,99.97832503,958,1,32,35,32,31,33,33,33,30,82,11,2
8300,26.09976798,99.39070476,955,1,29,32,34,36,32,31,33,30,75,11,2
176500,25.95158777,61.45814779,470,1,45,41,42,40,42,42,44,42.25,2.5,8,1
80900,25.40887967,75.35536862,346,1,42,39,40,39,38,41,40,40,1.714285714,8,1
171000,31.21619883,40.20568992,17,0,48,50,49,50,52,50,49,49.71428571,1.571428571,7,0
90200,24.53343489,88.04130862,726,1,31,33,34,31,34,32,35,30,74,11,2
47800,31.39075996,74.79070861,515,1,40,40,42,39,43,42,40,40.875,1.839285714,8,1
136600,35.72659972,46.490236,61,0,49,52,50,51,51,51,52,50.85714286,1.142857143,7,0
17300,31.8119662,57.11474518,53,0,51,50,49,49,48,51,51,49.85714286,1.476190476,7,0
177200,24.81134619,84.93119754,799,1,33,34,31,32,33,28,31,31,45,11,2
124000,25.48440205,88.80620418,982,1,30,34,33,33,31,31,34,30,75,11,2
146900,22.76969678,82.26992055,787,1,33,32,34,29,33,35,32,30,71,11,2
69200,27.53758548,82.15679777,975,1,32,35,34,34,34,31,31,30,84,11,2
184300,26.26709437,94.34958635,785,1,32,33,31,33,32,33,34,29,80,11,2
195200,34.78580235,59.49381192,79,0,50,50,50,49,51,53,51,50.57142857,1.619047619,7,0
120300,25.46981577,60.39485496,350,1,41,42,40,43,45,40,42,41.5,3.714285714,8,1
135300,30.75445788,73.27393976,381,1,42,40,40,39,43,40,39,40.625,2.267857143,8,1
3600,25.98605456,65.26298167,589,1,41,42,42,40,42,41,40,41,0.857142857,8,1
187800,25.85265203,63.16978118,570,1,40,42,41,44,44,40,41,41.125,5.267857143,8,1
77100,24.41427688,94.75360855,1023,1,35,33,32,33,32,34,33,30,76,11,2
1800,33.45556015,40.43646794,30,0,50,50,49,49,49,50,52,49.85714286,1.142857143,7,0
0,32.99632095,45.23411367,57,0,48,50,51,49,54,53,51,50.85714286,4.476190476,7,0
17400,29.58429397,79.37589693,547,1,43,43,41,39,43,40,43,41.875,2.696428571,8,1
135600,37.20561491,53.9231229,17,0,49,49,49,52,50,48,51,49.71428571,1.904761905,7,0
159500,24.2892665,82.07399235,746,1,32,31,31,34,33,34,32,29,65,11,2
170900,22.20595223,80.39900396,763,1,33,36,34,32,32,32,35,31,67,11,2
115900,28.18932489,72.6890532,320,1,42,42,41,40,42,39,43,41.375,1.696428571,8,1
39600,36.86730201,43.08919494,30,0,50,50,50,48,49,50,50,49.57142857,0.619047619,7,0
38300,26.66012515,80.44335467,808,1,35,34,34,34,34,32,33,31,90,11,2
134100,25.42004735,78.06668128,332,1,42,43,42,39,38,43,43,41.5,3.714285714,8,1
181200,32.12037143,44.53043252,82,0,49,50,48,49,51,51,49,49.57142857,1.285714286,7,0
189600,28.05879119,70.74559192,420,1,40,41,43,42,39,41,36,40.5,4.857142857,8,1
180600,23.92208615,80.85448009,751,1,31,33,32,35,32,34,38,30,45,11,2
81600,34.73020349,49.97791329,91,0,51,50,50,50,51,49,51,50.28571429,0.571428571,7,0
157200,35.89498996,56.80216157,82,0,50,50,51,51,50,49,47,49.71428571,1.904761905,7,0
60000,24.58399644,98.50774459,748,1,33,33,32,32,33,30,38,31,45,11,2
180000,37.65201119,45.92715227,30,0,52,49,50,50,50,51,51,50.42857143,0.952380952,7,0
28000,25.19356229,62.56190106,425,1,40,42,42,41,43,38,39,40.5,3.142857143,8,1
58100,24.92294371,85.531966,867,1,34,32,32,31,34,34,32,30,80,11,2
107400,24.05109855,87.81236956,865,1,33,33,34,32,33,32,30,31,63,11,2
191000,26.89048779,68.30929124,423,1,43,40,43,42,43,42,40,42.125,2.125,8,1
183500,23.8146219,94.19240983,894,1,35,34,32,34,35,36,34,32,86,11,2
9200,25.17253557,89.50772716,938,1,35,34,34,33,32,34,34,32,91,11,2
32100,26.19261197,84.28639461,808,1,32,32,31,33,35,34,34,30,62,11,2
21300,26.29884153,92.03381189,833,1,35,32,34,37,33,32,32,31,58,11,2
186200,22.97378896,89.91178358,738,1,32,33,33,33,29,36,35,30,77,11,2
183500,26.05500289,78.62365855,434,1,41,42,39,42,43,42,42,41.375,1.696428571,8,1
155600,27.28996943,96.07648659,926,1,34,32,33,31,33,30,38,31,45,11,2
136900,24.92594317,88.07552364,956,1,31,32,32,32,34,32,33,30,80,11,2
55400,37.01322882,41.44632951,46,0,51,51,49,49,50,48,50,49.71428571,1.238095238,7,0
115900,30.23397826,45.84766221,23,0,50,50,51,51,51,51,47,50.14285714,2.142857143,7,0
121300,36.35847639,53.87899181,76,0,50,50,50,52,49,51,52,50.57142857,1.285714286,7,0
83300,23.02562702,80.65953253,878,1,33,33,33,35,33,28,31,32,47,11,2
132500,32.69516633,55.03493985,58,0,52,50,49,50,51,50,49,50.14285714,1.142857143,7,0
128600,31.58797733,60.40381118,509,1,41,37,43,37,43,41,40,40,6,8,1
134900,27.72365798,64.70486584,531,1,43,40,41,37,40,43,41,41.125,4.982142857,8,1
70000,34.26071546,50.42592095,25,0,49,49,50,49,51,49,49,49.42857143,0.619047619,7,0
70000,25.22178874,72.41947764,501,1,41,41,39,38,41,39,41,39.75,1.928571429,8,1
75900,24.93170942,88.72794786,930,1,32,31,32,30,33,33,35,30,68,11,2
184700,31.57976392,51.24377622,74,0,48,48,50,49,51,52,52,50,3,7,0
43600,27.3822486,92.89537297,852,1,34,32,34,32,34,34,33,30,80,11,2
190200,25.39351172,94.28228547,901,1,33,34,33,33,34,33,32,30,58,11,2
145500,37.44758956,43.34714064,22,0,51,50,50,51,51,50,52,50.71428571,0.571428571,7,0
44200,22.2054763,92.95695319,989,1,33,34,33,34,35,35,32,31,91,11,2
82300,27.6674508,95.96476587,724,1,33,31,35,33,33,31,32,29,60,11,2
14700,25.40736959,97.25846084,766,1,31,33,32,32,30,33,33,29,75,11,2
86600,31.24192197,50.3339677,36,0,50,49,50,50,51,52,49,50.14285714,1.142857143,7,0
2900,22.59044533,83.06433479,732,1,33,32,32,31,35,32,31,30,76,11,2
164400,30.71299546,55.21151285,60,0,51,49,51,49,52,50,49,50.14285714,1.476190476,7,0
14000,26.10498805,68.6273458,538,1,42,43,42,38,42,40,41,40.75,3.642857143,8,1
68500,27.30447277,87.55135461,912,1,34,34,34,35,34,32,34,30,90,11,2
198800,30.16382382,75.43484725,389,1,41,41,43,43,42,41,36,41.125,4.982142857,8,1
149000,31.90035305,41.69130756,16,0,51,50,50,51,52,50,52,50.85714286,0.80952381,7,0
31500,22.307552,91.22598208,869,1,31,35,33,34,34,33,33,30,66,11,2
72900,31.30924754,49.68154139,17,0,50,49,50,50,50,50,49,49.71428571,0.238095238,7,0
162700,25.85581041,97.18979519,977,1,32,33,33,32,35,33,33,30,76,11,2
149900,25.32751926,65.17214445,371,1,42,42,41,43,43,42,42,42.125,0.410714286,8,1
62000,26.31017299,75.23901187,426,1,46,41,41,39,40,41,42,41.5,4.285714286,8,1
193600,32.15856576,48.34386837,68,0,49,49,51,50,51,50,49,49.85714286,0.80952381,7,0
180000,25.53346116,84.98706488,757,1,34,32,33,34,30,33,31,29,68,11,2
111000,36.526665,52.75376494,97,0,49,50,50,50,51,49,49,49.71428571,0.571428571,7,0
139000,26.39341637,88.51196589,1010,1,34,33,31,32,32,32,32,30,82,11,2
195800,27.22019002,85.43274626,1009,1,31,33,34,34,33,31,32,30,80,11,2
39400,30.05047954,71.51412171,578,1,43,42,40,42,43,41,41,42,1.714285714,8,1
118500,37.4978279,50.7110763,94,0,49,49,51,52,47,50,49,49.57142857,2.619047619,7,0
700,26.74286689,60.76256358,376,1,43,40,41,36,44,38,40,40.375,6.553571429,8,1
19300,35.06481166,51.20881262,73,0,51,47,50,49,49,50,51,49.57142857,1.952380952,7,0
151500,30.060503,58.75930463,78,0,51,49,49,52,51,51,50,50.42857143,1.285714286,7,0
57800,33.93693034,47.15628168,98,0,48,48,52,49,50,49,51,49.57142857,2.285714286,7,0
12300,27.03711563,62.93376155,529,1,41,41,42,37,41,43,46,41.625,6.267857143,8,1
142900,36.94334636,51.73873013,72,0,50,50,50,50,50,49,53,50.28571429,1.571428571,7,0
77100,36.77161833,45.4940763,40,0,49,51,50,52,51,53,52,51.14285714,1.80952381,7,0
131500,25.29743053,91.76658227,853,1,35,31,34,32,34,34,33,30,88,11,2
39500,29.13601024,75.22407199,507,1,42,41,39,44,39,39,41,41.375,6.553571429,8,1
197200,23.46289054,96.84840357,761,1,34,33,32,34,36,37,34,31,80,11,2
184600,30.97201101,59.42301815,21,0,49,48,50,50,51,50,52,50,1.666666667,7,0
13100,31.77686248,40.2521504,22,0,48,53,49,49,49,49,48,49.28571429,2.904761905,7,0
17800,37.49383991,53.88301147,33,0,49,47,50,49,50,50,49,49.14285714,1.142857143,7,0
191700,24.13167105,87.66279314,917,1,34,30,33,37,35,31,34,31,66,11,2
180900,25.5569934,66.33688453,488,1,40,42,41,40,40,40,41,40.25,1.357142857,8,1
156700,29.18939226,65.0849041,308,1,39,37,43,43,43,41,40,40.75,4.785714286,8,1
58000,30.23378038,66.10300755,332,1,39,40,41,41,41,43,41,40.75,1.357142857,8,1
162500,25.33045822,70.3000328,576,1,41,40,46,41,40,39,41,41.5,5.428571429,8,1
107900,24.50714646,91.35838021,853,1,31,33,31,32,31,32,33,29,75,11,2
65200,26.7031344,65.85257716,361,1,40,40,44,41,44,41,38,41.25,4.214285714,8,1
27800,26.93764343,94.04705198,901,1,33,33,30,30,32,36,34,30,65,11,2
7300,28.44839273,70.0235746,388,1,39,40,40,38,40,41,43,39.625,4.267857143,8,1
65800,35.16733793,44.23988109,19,0,47,52,51,49,51,52,51,50.42857143,3.285714286,7,0
189600,34.9278836,42.92872513,91,0,51,51,51,50,50,50,50,50.42857143,0.285714286,7,0
61100,26.86062566,89.32381716,986,1,34,32,35,33,31,35,32,30,76,11,2
191400,24.66885013,99.10373965,817,1,33,33,34,34,32,32,34,31,82,11,2
22100,25.78007229,70.37288838,462,1,43,39,40,45,41,40,39,40.75,4.785714286,8,1
120200,23.07710781,82.57921421,962,1,31,29,31,35,34,35,35,30,73,11,2
37900,30.00713361,76.72590456,449,1,42,40,39,42,38,40,43,40.75,3.071428571,8,1
144700,36.70492232,54.30200323,62,0,51,51,52,49,47,50,53,50.42857143,3.952380952,7,0
34200,31.38561496,41.60360028,82,0,49,50,51,49,51,52,50,50.28571429,1.238095238,7,0
160400,28.17313111,62.88241224,338,1,41,44,44,39,43,42,43,42.5,3.142857143,8,1
52700,26.75026347,69.74659511,444,1,38,45,41,38,42,42,39,40.25,7.357142857,8,1
72700,36.36213849,44.56470727,84,0,49,49,51,50,51,50,50,50,0.666666667,7,0
37900,23.58027368,86.73491193,930,1,33,33,35,30,32,30,38,31,46,11,2
97600,34.76062345,56.77994655,12,0,50,51,51,50,49,49,49,49.85714286,0.80952381,7,0
161400,30.63710356,65.93602156,362,1,45,40,42,42,39,42,41,41.625,3.125,8,1
83600,23.16334624,81.05872341,952,1,34,32,34,33,31,33,32,30,87,11,2
192800,35.13860421,53.76091114,61,0,51,52,51,50,51,48,46,49.85714286,4.476190476,7,0
169400,31.3249266,68.77571981,410,1,43,43,41,39,39,42,40,41.125,2.696428571,8,1
170200,25.94711362,92.5146516,896,1,33,31,33,35,32,32,33,30,85,11,2
129900,35.65180581,56.0762909,3,0,48,51,51,50,52,50,51,50.42857143,1.619047619,7,0
145800,25.7087581,91.56522745,849,1,32,36,34,31,37,33,32,31,82,11,2
110100,22.90949604,95.81319778,832,1,32,34,32,35,32,32,33,30,69,11,2
66000,32.84877381,49.44563608,51,0,50,50,51,50,51,51,51,50.57142857,0.285714286,7,0
179000,31.20135201,44.29391775,27,0,49,50,48,49,51,52,48,49.57142857,2.285714286,7,0
139000,26.99501911,78.79843785,394,1,44,42,39,39,44,39,39,40.875,4.982142857,8,1
174400,27.26295495,98.19109983,826,1,34,35,33,37,33,34,33,31,93,11,2
49300,31.50496928,47.73081014,80,0,51,51,48,48,53,50,51,50.28571429,3.238095238,7,0
111200,30.42129884,72.86193642,486,1,39,38,45,40,42,39,42,40.75,5.071428571,8,1
59700,23.23153662,95.06641581,987,1,35,33,34,31,36,34,33,31,82,11,2
129900,24.12390423,85.31472946,971,1,32,33,35,33,31,33,33,30,83,11,2
182600,29.3198691,63.38323691,495,1,42,39,39,42,41,39,41,40.75,2.5,8,1
133300,22.32969781,88.4647815,864,1,35,35,34,31,35,32,35,31,64,11,2
108500,33.73921209,53.60223771,50,0,50,49,50,51,49,53,52,50.57142857,2.285714286,7,0
188500,24.59183601,84.35934775,707,1,32,34,34,32,33,33,34,30,83,11,2
69400,30.9186946,59.26998482,44,0,51,49,50,47,51,50,51,49.85714286,2.142857143,7,0
127800,31.13996434,46.67256792,94,0,50,50,51,49,50,51,50,50.14285714,0.476190476,7,0
76300,27.93350829,97.80012104,892,1,34,34,33,34,36,34,33,30,68,11,2
162100,30.48113874,44.41008527,91,0,49,51,48,48,51,47,51,49.28571429,2.904761905,7,0
56100,26.32935255,62.06461631,427,1,43,37,44,39,41,42,41,41.25,5.357142857,8,1
88600,24.04109247,83.57599711,816,1,31,32,34,34,34,34,36,31,88,11,2
89100,23.57595777,81.4727864,845,1,32,34,32,33,30,28,31,31,45,11,2
6700,36.41757585,45.1724167,98,0,48,51,52,50,49,49,48,49.57142857,2.285714286,7,0
109700,23.77856206,99.40766078,813,1,34,30,33,33,34,33,31,31,78,11,2
198100,23.63551117,95.41123024,785,1,33,33,33,35,33,32,32,30,79,11,2
26900,25.86878069,77.99516813,476,1,42,39,39,41,40,40,40,39.625,3.125,8,1
110200,26.2257491,98.50521714,976,1,33,34,33,34,32,30,33,30,82,11,2
171100,25.26220408,87.67485975,917,1,32,36,33,31,35,30,38,31,48,11,2
82000,36.42282759,58.52388137,28,0,50,51,51,52,50,47,49,50,2.666666667,7,0
122600,33.18075518,44.83073683,58,0,50,51,50,51,51,50,50,50.42857143,0.285714286,7,0
167700,33.22384143,47.59503046,17,0,50,49,50,47,49,51,50,49.42857143,1.619047619,7,0
130000,24.13818075,89.51045119,866,1,32,32,33,32,33,33,32,30,86,11,2
86700,30.79735278,73.23758556,420,1,41,39,40,42,44,39,42,41,2.857142857,8,1
78500,24.5537099,96.45493189,927,1,35,33,33,32,36,32,34,30,73,11,2
36700,26.20508097,63.64732904,355,1,39,41,43,39,43,40,40,40.875,2.696428571,8,1
84200,24.62555352,89.18821055,913,1,34,30,36,32,35,28,31,31,48,11,2
192100,26.94306832,66.98199074,422,1,39,41,40,39,40,40,38,39.75,1.071428571,8,1
51200,28.13971289,69.50458698,581,1,43,42,41,45,39,45,39,41.75,5.928571429,8,1
72300,31.68169404,76.96648704,370,1,42,44,38,39,41,40,41,40.75,3.357142857,8,1
135300,27.41114752,97.77619837,939,1,34,33,35,35,33,32,33,31,86,11,2
77500,27.97728245,82.26385855,779,1,31,33,33,33,32,35,32,30,67,11,2
61900,27.70789423,85.00455812,986,1,34,31,33,30,33,32,33,29,81,11,2
114300,34.52585571,50.76663887,77,0,50,51,51,48,50,50,51,50.14285714,1.142857143,7,0
39700,33.43195222,40.5089552,8,0,50,51,50,50,49,49,48,49.57142857,0.952380952,7,0
78600,34.66713436,59.21253951,88,0,50,50,52,51,52,50,49,50.57142857,1.285714286,7,0
