Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,Sat_Count
1456206,23.4,97.6,21,1,19,14,27,35,26,20,37,32,34,33,32,66,29,52,26,32,156,17
1458205,23.4,97.6,20,1,19,12,25,34,28,22,35,30,33,33,32,66,29,52,26,32,156,17
1460208,23.4,97.6,17,1,20,11,23,35,29,25,32,28,31,35,32,66,29,52,26,32,158,17
1462206,23.4,97.6,20,1,22,9,22,36,29,29,31,25,29,36,32,66,29,52,26,32,161,17
1464205,23.4,97.6,22,1,24,8,23,37,29,32,31,23,26,37,32,66,29,51,26,32,164,17
1466203,23.4,97.6,17,1,25,7,22,38,29,33,31,23,25,35,31,66,30,50,26,32,167,17
1468200,23.4,97.6,22,1,27,6,21,38,30,34,31,23,24,33,31,66,30,49,26,31,168,17
1470206,23.4,97.6,17,1,28,5,21,37,31,32,29,26,25,29,30,66,30,48,26,31,164,17
1472204,23.4,97.6,18,1,29,5,20,36,32,30,28,29,25,25,29,65,30,48,26,31,158,17
1474202,23.4,97.6,20,1,30,5,20,35,33,27,28,32,25,22,27,62,30,47,26,30,148,17
1476207,23.4,97.6,16,1,32,5,21,35,32,25,29,34,24,21,26,57,31,46,27,33,312,17
1478211,23.4,97.6,16,1,34,5,21,33,31,24,29,34,25,22,25,51,31,45,27,32,222,17
1480206,23.4,97.6,21,1,36,6,22,31,29,25,33,32,25,25,24,42,31,44,27,31,196,17
1482204,23.4,97.6,17,1,37,6,22,27,27,27,35,29,26,28,24,33,31,43,27,31,221,17
1484199,23.4,97.6,16,1,37,7,20,21,25,30,36,25,28,32,23,26,31,42,27,31,227,17
1486191,23.4,97.6,16,1,37,9,17,16,25,33,36,22,29,33,24,22,32,41,27,30,247,17
1488188,23.4,97.6,17,1,37,11,15,12,26,34,35,21,31,34,24,20,32,40,27,30,311,17
1490188,23.4,97.6,16,1,36,13,13,11,28,35,34,21,32,35,24,20,33,39,27,30,286,17
1492176,23.4,97.6,20,1,35,15,12,12,30,34,33,23,32,34,24,24,33,38,27,30,187,17
1494174,23.4,95.0,16,1,32,16,13,16,32,32,32,26,31,32,26,28,34,38,27,30,130,17
1496160,23.4,97.6,16,1,28,17,15,19,32,29,31,28,30,33,25,31,34,37,27,29,72,17
1498155,23.4,97.6,14,1,24,19,19,23,31,27,31,28,28,33,25,31,34,36,27,28,31,17
1500149,23.4,97.6,17,1,20,20,23,26,29,25,30,28,26,33,24,31,34,35,27,28,21,17
1502148,23.4,97.6,16,1,16,24,25,30,26,26,29,26,26,33,22,29,33,34,27,28,25,17
1504136,23.4,97.6,16,1,13,29,27,35,22,27,29,22,25,35,21,25,32,33,27,28,38,17
1506129,23.4,97.6,20,1,11,34,26,41,20,28,29,22,23,35,21,22,31,32,27,28,59,17
1508124,23.4,97.6,16,1,10,38,23,46,19,29,27,23,24,33,21,21,30,32,27,28,88,17
1510115,23.4,95.0,16,1,9,41,18,52,21,29,25,25,24,30,23,21,29,30,27,29,155,17
1512109,23.4,95.0,21,1,10,41,15,53,23,28,24,28,23,26,26,21,28,29,27,30,291,17
1514110,23.4,97.6,17,1,11,39,12,48,25,27,21,32,23,19,28,24,27,28,27,29,215,17
1516112,23.4,97.6,16,1,14,35,11,43,27,26,20,34,22,15,29,27,25,27,27,28,157,17
1518112,23.4,97.6,20,1,18,31,12,39,27,24,21,35,18,13,30,28,24,27,28,27,129,17
1520115,23.4,97.6,17,1,24,26,15,34,27,23,23,35,14,13,31,29,23,27,29,27,137,17
1522117,23.4,97.6,17,1,28,22,18,33,26,23,24,34,10,14,32,29,23,27,30,27,121,17
1524113,23.4,97.6,18,1,30,19,21,34,25,23,27,32,7,18,33,27,23,28,30,27,117,17
1526114,23.4,97.6,22,1,30,16,24,35,24,24,29,29,6,21,34,26,24,29,31,28,133,17
1528113,23.4,97.6,18,1,28,14,26,35,22,26,30,25,6,24,35,24,27,30,32,28,173,17
1530114,23.4,97.6,21,1,22,14,27,36,20,30,31,20,8,27,35,22,30,31,33,28,163,17
1532114,23.4,95.0,22,1,18,13,29,36,19,33,32,16,11,30,35,21,33,32,33,29,176,17
1534113,23.5,97.6,18,1,15,14,31,36,17,37,32,14,13,31,35,19,37,32,33,29,222,17
1536109,23.4,97.6,17,1,12,14,32,36,17,39,32,13,15,33,35,18,39,33,33,30,320,17
1538108,23.4,97.6,17,1,11,16,33,36,17,41,32,13,16,34,36,18,41,32,33,27,109,17
1540110,23.4,97.6,18,1,11,17,34,37,17,42,31,13,17,34,36,17,42,32,33,28,111,17
1542108,23.4,97.6,22,1,11,18,35,37,16,43,31,12,18,35,36,17,43,32,33,28,114,17
1544108,23.4,97.6,22,1,10,19,35,37,16,43,31,10,19,35,36,16,43,32,33,28,124,17
1546113,23.4,97.6,17,1,10,20,35,37,16,43,31,8,19,35,36,16,43,32,33,28,129,17
1548112,23.4,97.6,19,1,11,19,35,37,15,43,32,7,20,35,36,16,42,32,33,27,129,17
1550107,23.4,97.6,20,1,10,18,35,37,15,42,32,7,20,35,36,16,41,32,33,27,127,17
1552106,23.4,97.6,17,1,11,17,35,37,14,42,32,8,20,35,36,16,40,32,33,27,124,17
1554110,23.4,97.6,16,1,12,16,35,37,14,41,32,11,20,35,36,16,39,32,33,27,115,17
1556110,23.4,97.6,18,1,13,14,35,37,13,41,31,11,19,35,37,16,38,31,33,27,113,17
1558108,23.4,97.6,18,1,12,14,35,37,13,40,31,10,19,35,37,15,38,31,33,27,119,17
1560110,23.4,97.6,16,1,12,14,35,38,12,41,31,9,18,34,37,14,39,32,33,27,127,17
1562110,23.4,95.0,17,1,13,15,35,38,12,41,31,9,18,34,37,13,40,32,33,27,130,17
1564108,23.4,97.6,17,1,12,17,34,38,12,42,32,7,18,34,37,13,41,33,33,27,138,17
1566108,23.4,97.6,16,1,11,18,34,38,12,42,32,6,18,34,37,13,42,33,33,27,145,17
1568108,23.5,97.6,21,1,10,19,34,38,13,43,33,6,18,34,37,13,43,33,33,27,148,17
1570108,23.4,95.0,18,1,8,19,34,38,13,43,33,6,19,34,37,13,43,33,33,27,150,17
1572108,23.4,97.6,17,1,6,19,34,38,14,43,33,5,18,34,37,14,43,33,33,27,158,17
1574112,23.4,95.0,16,1,6,19,34,38,14,43,33,5,18,34,38,14,43,33,33,27,160,17
1576110,23.4,95.0,18,1,7,18,34,38,14,43,33,5,17,33,38,14,43,32,33,27,157,17
1578110,23.4,95.0,17,1,8,16,34,38,15,43,33,5,16,33,38,15,43,32,33,27,153,17
1580110,23.4,95.0,21,1,11,15,33,38,15,43,32,6,15,33,38,15,43,32,33,27,147,17
1582108,23.4,95.0,17,1,14,14,33,39,16,43,32,6,15,33,38,15,43,32,33,27,141,17
1584113,23.5,95.0,16,1,16,14,34,39,16,43,32,6,14,34,38,16,43,32,33,27,139,17
1586110,23.4,95.0,17,1,17,13,34,39,16,43,32,7,13,34,38,16,43,32,33,27,139,17
1588110,23.4,95.0,18,1,16,13,33,39,16,43,32,9,13,34,38,16,43,32,33,27,135,17
1590112,23.5,95.0,17,1,15,14,33,39,17,43,32,11,13,33,38,17,43,32,33,28,129,17
1592112,23.4,97.6,19,1,14,15,33,39,17,43,32,14,13,33,39,18,43,33,33,28,119,17
1594113,23.4,97.6,16,1,13,16,32,39,18,43,32,18,14,33,39,19,43,33,33,32,368,17
1596108,23.4,95.0,16,1,14,17,31,39,19,43,33,19,15,32,39,20,43,34,33,33,361,17
1598108,23.4,95.0,17,1,14,18,31,39,19,43,33,20,16,32,39,20,43,35,33,33,353,17
1600108,23.4,95.0,20,1,14,19,31,39,20,43,34,18,17,32,39,20,43,35,33,33,352,17
1602110,23.5,97.6,21,1,13,19,31,40,20,43,34,15,19,32,39,20,43,35,33,33,357,17
1604110,23.4,97.6,22,1,12,20,31,40,21,43,35,11,20,31,39,21,43,35,33,33,372,17
1606108,23.4,97.6,17,1,11,20,31,40,21,43,35,7,21,31,39,21,43,35,33,29,118,17
1608108,23.4,97.6,18,1,10,21,31,40,21,43,35,5,22,31,39,21,43,35,33,29,126,17
1610110,23.4,95.0,17,1,10,22,31,40,22,43,35,4,22,32,40,22,43,34,33,29,127,17
1612112,23.4,95.0,16,1,10,22,32,40,22,43,34,4,23,32,40,22,43,34,33,29,123,17
1614112,23.4,95.0,16,1,10,23,32,40,22,43,34,7,24,33,40,21,43,34,33,29,115,17
1616112,23.4,95.0,17,1,11,24,33,40,21,43,34,11,25,34,40,21,43,33,33,33,284,17
1618112,23.4,95.0,17,1,13,24,34,40,21,43,33,15,26,35,40,20,43,33,33,33,228,17
1620112,23.5,95.0,17,1,16,25,35,40,20,43,33,19,26,36,40,20,43,33,33,33,191,17
1622112,23.4,95.0,16,1,19,26,36,40,20,43,33,21,27,36,40,20,43,33,33,34,166,17
1624112,23.4,95.0,17,1,21,26,36,41,20,43,33,23,28,37,40,20,43,33,33,34,148,17
1626113,23.4,97.6,17,1,23,27,37,41,20,43,33,24,28,37,40,21,43,33,33,34,118,17
1628112,23.4,95.0,15,1,24,28,37,41,20,43,33,24,29,37,41,21,43,33,33,34,101,17
1630112,23.4,95.0,23,1,24,28,37,41,21,43,33,24,30,37,41,22,43,33,33,34,89,17
1632112,23.4,97.6,17,1,24,29,37,41,22,43,33,24,30,37,41,23,43,34,33,34,78,17
1634112,23.4,95.0,19,1,24,30,38,41,23,43,33,24,31,37,41,23,43,34,33,34,69,17
1636112,23.4,95.0,21,1,25,30,38,41,23,43,34,25,32,37,41,23,43,34,33,34,62,17
1638112,23.4,95.0,17,1,25,31,38,41,23,43,34,25,32,37,41,23,43,34,33,35,56,17
1640112,23.4,95.0,20,1,26,32,38,41,23,43,34,26,33,37,41,23,43,34,33,35,53,17
1642113,23.4,95.0,21,1,26,33,38,41,23,43,34,26,34,37,41,23,43,33,33,35,52,17
1644194,23.5,95.0,21,1,26,33,38,42,22,42,34,26,34,37,41,22,42,33,33,35,53,17
1646209,23.5,95.0,21,1,27,34,37,42,22,42,33,27,35,37,42,22,42,33,33,35,48,17
1648207,23.4,95.0,21,1,27,35,36,42,23,40,33,28,35,36,42,23,42,33,33,34,38,17
1650207,23.4,95.0,21,1,29,36,34,42,24,38,33,29,36,34,42,24,42,33,33,34,29,17
1652208,23.5,95.0,21,1,31,36,31,42,26,36,33,31,37,31,42,26,42,33,33,34,23,17
1654207,23.4,95.0,28,1,33,37,28,42,28,32,33,33,37,28,42,28,41,33,33,34,22,17
1656207,23.5,95.0,26,1,35,38,25,42,30,29,33,35,38,25,42,30,41,32,33,34,26,17
1658209,23.3,95.0,20,1,37,38,23,42,32,27,33,37,39,23,42,32,41,32,33,34,35,17
1660205,23.4,97.6,21,1,37,39,22,41,33,26,34,37,39,22,42,32,40,32,33,35,39,17
1662208,23.5,95.0,21,1,37,40,22,40,33,26,34,37,40,22,42,33,40,32,33,35,42,17
1664208,23.4,95.0,17,1,35,40,23,39,33,26,35,35,41,23,42,33,40,31,33,34,35,17
1666209,23.5,97.6,17,1,33,41,24,36,33,27,35,32,41,24,42,33,39,31,34,34,29,17
1668208,23.4,95.0,16,1,29,41,26,33,33,29,36,28,41,26,42,33,39,31,34,34,27,17
1670207,23.5,95.0,16,1,26,42,27,30,33,31,36,26,42,27,42,33,38,31,34,34,31,17
1672209,23.5,95.0,20,1,23,42,30,27,32,33,37,22,42,30,42,33,38,30,34,34,45,17
1674209,23.5,95.0,16,1,20,42,31,25,31,35,37,20,42,31,42,33,38,30,34,34,66,17
1676207,23.4,95.0,16,1,19,42,33,24,31,36,38,19,42,32,42,33,37,30,34,34,85,17
1678209,23.5,95.0,16,1,18,42,33,24,30,37,38,18,42,32,41,33,37,30,34,34,94,17
1680209,23.5,95.0,16,1,18,42,33,24,29,37,39,18,42,32,41,33,36,29,34,34,102,17
1682208,23.5,95.0,16,1,18,42,33,25,27,36,39,18,42,32,41,33,36,29,34,34,91,17
1684209,23.5,95.0,20,1,19,42,33,26,26,35,40,19,42,32,41,33,36,29,34,34,88,17
1686207,23.5,95.0,16,1,20,41,33,26,25,34,40,19,42,33,41,32,35,29,34,34,78,17
1688207,23.5,95.0,16,1,21,40,33,27,24,32,41,20,42,34,41,32,35,28,34,33,65,17
1690205,23.4,95.0,16,1,23,38,34,28,23,29,41,23,42,34,40,32,34,28,34,33,52,17
1692208,23.5,95.0,16,1,25,35,34,29,22,26,41,25,42,35,40,32,34,28,34,33,43,17
1694206,23.5,95.0,16,1,29,31,35,31,21,23,42,29,42,36,40,32,34,27,34,33,41,17
1696207,23.5,95.0,20,1,31,29,34,32,20,21,42,32,42,36,40,31,33,27,34,33,49,17
1698206,23.5,95.0,16,1,33,26,34,33,19,19,42,34,41,36,40,31,33,27,34,33,62,17
1700207,23.5,95.0,16,1,34,25,33,33,18,18,42,35,41,36,40,31,32,27,34,33,78,17
1702206,23.5,95.0,16,1,35,24,32,32,16,18,42,36,41,36,39,31,32,26,34,33,96,17
1704206,23.5,95.0,16,1,34,23,31,30,15,18,42,35,41,36,39,31,32,26,34,33,101,17
1706208,23.5,95.0,20,1,34,23,30,29,14,19,42,35,41,36,39,30,31,26,34,33,109,17
1708207,23.5,95.0,16,1,33,22,29,27,14,19,41,35,41,36,39,30,31,26,34,32,122,17
1710208,23.5,95.0,21,1,32,21,27,26,14,19,41,35,40,36,39,30,30,25,34,32,124,17
1712206,23.5,95.0,15,1,31,20,26,25,15,20,40,35,40,36,39,30,30,25,34,32,114,17
1714207,23.5,95.0,16,1,29,19,25,25,16,20,39,35,40,36,38,30,30,25,34,31,108,17
1716207,23.5,95.0,16,1,28,19,24,24,17,22,39,35,40,36,38,29,29,25,34,31,93,17
1718206,23.5,95.0,19,1,26,19,24,24,18,25,38,35,40,36,38,29,29,24,34,31,77,17
1720208,23.5,95.0,16,1,24,19,24,24,19,30,37,35,40,36,38,29,28,24,34,31,73,17
1722208,23.5,95.0,16,1,22,19,25,23,19,34,37,35,39,36,38,29,28,24,34,31,81,17
1724208,23.5,95.0,21,1,21,19,26,23,18,38,36,35,39,36,38,28,28,24,34,31,95,17
1726206,23.5,95.0,21,1,20,19,26,23,16,40,36,35,39,36,38,28,27,23,34,31,119,17
1728207,23.5,95.0,16,1,20,20,26,23,15,42,36,36,39,36,37,28,27,23,34,32,148,17
1730205,23.5,95.0,18,1,19,20,26,23,13,42,36,36,39,36,37,28,26,23,34,32,178,17
1732205,23.5,95.0,17,1,19,20,26,22,11,42,36,36,38,36,37,28,26,22,34,32,206,17
1734206,23.5,95.0,16,1,19,20,25,22,10,42,36,36,38,36,37,27,26,22,34,32,235,17
1736206,23.5,95.0,16,1,19,21,25,22,9,42,36,37,38,36,37,27,25,22,34,32,260,17
1738207,23.6,95.0,20,1,19,21,25,22,9,41,37,37,38,36,37,27,25,22,34,32,263,17
1740210,23.5,95.0,16,1,20,21,25,22,9,39,37,37,38,36,36,27,24,21,34,32,236,17
1742206,23.5,95.0,16,1,21,22,25,21,10,37,36,38,38,36,36,27,24,21,34,31,195,17
1744206,23.5,95.0,20,1,21,22,24,21,12,34,36,38,37,36,36,26,24,21,34,31,151,17
1746206,23.5,95.0,16,1,22,22,24,21,14,31,35,38,37,36,36,26,23,21,34,30,109,17
1748206,23.5,95.0,17,1,22,23,24,21,17,30,34,39,37,36,36,26,23,20,34,30,85,17
1750208,23.5,95.0,19,1,21,23,24,21,18,29,33,38,37,36,36,26,22,20,34,29,75,17
1752206,23.5,95.0,16,1,19,22,23,21,19,30,30,37,37,36,35,26,22,20,34,29,76,17
1754209,23.7,95.0,20,1,17,21,23,22,20,30,27,37,37,36,35,25,22,20,34,29,82,17
1756209,23.6,95.0,20,1,15,20,23,22,20,28,24,35,37,35,35,25,21,19,34,28,94,17
1758206,23.5,95.0,16,1,15,18,23,22,20,26,21,33,38,35,35,25,21,19,34,28,105,17
1760208,23.6,95.0,21,1,17,16,23,23,21,23,18,33,38,35,35,25,20,19,34,27,121,17
1762211,23.5,95.0,17,1,18,14,23,23,21,20,17,31,37,34,35,25,20,18,34,27,125,17
1764210,23.6,95.0,21,1,20,12,22,25,21,18,16,28,36,34,34,24,20,18,34,26,132,17
1766210,23.6,95.0,21,1,22,10,20,27,20,16,16,26,34,34,34,24,19,18,34,26,147,17
1768208,23.6,95.0,17,1,22,9,19,29,20,16,16,23,31,34,34,24,19,18,34,26,154,17
1770218,23.6,95.0,16,1,22,9,20,31,20,15,17,21,28,34,34,24,18,17,34,25,145,17
1772218,23.5,95.0,21,1,21,9,22,31,20,15,17,21,26,33,34,23,18,17,34,25,131,17
1774218,23.6,95.0,16,1,21,11,24,31,20,16,18,22,26,33,33,23,18,17,34,25,101,17
1776215,23.6,95.0,17,1,20,14,28,28,21,17,18,23,27,32,32,22,17,17,34,25,70,17
1778219,23.6,95.0,17,1,20,18,30,25,20,18,19,25,28,31,30,21,17,16,34,24,50,17
1780216,23.6,95.0,17,1,20,21,28,22,19,19,20,26,31,30,27,19,16,16,34,24,46,17
1782219,23.6,95.0,16,1,20,24,26,20,18,19,20,26,34,31,24,17,16,16,34,24,60,17
1784204,23.6,95.0,17,1,19,25,24,19,16,19,20,25,35,31,22,14,16,16,34,24,88,17
1786210,23.6,95.0,19,1,19,24,20,19,14,19,19,23,35,32,21,12,15,15,34,23,107,17
1788198,23.6,95.0,21,1,19,23,18,19,12,18,19,22,34,33,22,12,16,15,34,23,122,17
1790190,23.6,95.0,16,1,19,23,17,18,11,18,19,22,31,33,24,12,16,15,34,23,120,17
1792120,23.6,95.0,16,1,19,23,16,17,11,17,18,23,28,33,27,14,16,16,34,23,99,17
1794124,23.6,95.0,16,1,19,24,17,17,13,17,19,26,26,31,29,17,17,18,34,23,70,17
1796122,23.6,95.0,16,1,19,26,18,16,15,18,20,29,25,30,30,18,19,21,34,24,53,17
1798123,23.6,95.0,20,1,19,26,21,16,16,21,22,32,25,28,30,19,21,24,34,24,38,17
1800122,23.6,95.0,17,1,20,27,23,17,17,24,25,32,26,27,29,19,24,28,34,25,28,17
1802123,23.7,95.0,20,1,20,26,24,18,18,28,28,31,26,26,27,19,28,31,34,26,26,17
1804122,23.6,95.0,21,1,20,26,25,19,17,32,29,28,27,26,26,17,32,32,34,27,38,17
1806124,23.7,95.0,16,1,20,25,26,21,17,36,30,25,27,25,25,17,36,32,34,28,59,17
1808123,23.7,95.0,16,1,20,25,25,22,17,39,31,22,26,25,25,17,39,32,34,28,89,17
1810123,23.7,95.0,17,1,19,25,25,23,17,41,31,19,26,25,26,17,41,32,34,29,125,17
1812123,23.6,95.0,17,1,18,26,25,23,17,42,31,18,27,25,26,18,42,32,34,29,143,17
1814123,23.7,95.0,21,1,18,26,25,24,18,42,31,18,27,25,26,19,42,32,34,29,136,17
1816122,23.6,95.0,16,1,17,26,25,24,19,42,31,18,27,25,27,20,42,32,34,29,121,17
1818123,23.7,95.0,16,1,18,27,26,24,20,42,32,19,27,26,27,21,42,32,34,29,100,17
1820123,23.7,95.0,17,1,19,27,26,25,21,42,32,20,28,26,27,21,42,32,34,29,76,17
1822124,23.7,95.0,16,1,21,27,26,25,21,42,32,22,28,26,28,22,42,32,34,30,59,17
1824122,23.7,97.5,16,1,22,28,26,26,22,42,32,23,28,26,28,22,42,32,34,30,49,17
1826123,23.6,95.0,15,1,23,28,26,26,23,42,33,23,29,26,28,23,42,33,33,30,44,17
1828123,23.7,95.0,16,1,23,28,26,27,23,42,33,23,29,26,29,23,42,33,33,30,43,17
1830123,23.7,95.0,21,1,23,28,26,27,23,42,33,23,29,26,29,23,42,34,33,30,44,17
1832123,23.7,95.0,17,1,22,29,26,28,23,42,34,22,30,27,30,23,42,34,33,30,46,17
1834123,23.6,95.0,22,1,22,29,27,28,23,42,34,22,30,27,30,22,42,33,33,30,46,17
1836122,23.8,95.0,21,1,22,29,27,28,22,42,34,22,30,28,30,22,42,33,33,30,45,17
1838124,23.7,95.0,17,1,23,30,27,29,22,42,33,23,30,28,31,22,42,32,33,30,43,17
1840123,23.7,95.0,15,1,24,30,27,29,21,42,33,24,31,27,31,21,42,31,33,30,42,17
1842123,23.7,95.0,16,1,24,30,27,30,21,42,32,24,31,26,32,21,42,31,33,30,41,17
1844123,23.7,95.0,17,1,25,31,26,30,21,42,32,25,31,25,32,21,42,31,33,30,42,17
1846123,23.6,95.0,16,1,25,31,25,31,21,42,32,24,32,24,32,22,42,32,33,31,44,17
1848123,23.7,95.0,17,1,25,31,23,31,22,42,32,24,32,23,33,22,42,32,33,31,47,17
1850123,23.7,95.0,17,1,24,32,23,32,22,42,32,24,32,23,33,23,42,32,33,31,50,17
1852123,23.7,95.0,16,1,24,32,23,32,23,42,32,23,33,23,33,23,42,33,33,31,50,17
1854124,23.7,95.0,19,1,24,32,23,32,23,42,32,23,33,24,34,23,42,33,33,31,49,17
1856123,23.7,95.0,17,1,24,33,25,33,23,42,32,23,33,25,34,23,42,32,33,31,46,17
1858123,23.7,95.0,19,1,23,33,26,33,23,42,32,23,34,27,34,23,42,32,33,31,43,17
1860123,23.7,95.0,22,1,23,33,28,34,23,42,32,22,34,28,35,24,42,32,33,32,40,17
1862123,23.7,95.0,17,1,23,34,29,34,24,42,32,22,34,29,35,24,42,32,33,32,39,17
1864123,23.7,95.0,20,1,22,34,30,35,24,42,32,22,34,30,36,24,42,32,33,32,38,17
1866123,23.8,95.0,20,1,22,34,30,35,25,42,31,22,35,30,36,25,42,32,33,32,39,17
1868123,23.7,95.0,17,1,22,35,30,35,25,42,31,21,35,30,36,24,42,32,33,32,42,17
1870123,23.8,95.0,20,1,21,35,30,36,25,42,32,21,35,30,37,24,42,32,33,32,46,17
1872122,23.8,95.0,21,1,21,35,31,36,24,42,32,21,36,31,37,23,42,32,33,33,53,17
1874123,23.7,95.0,16,1,21,36,31,37,23,42,32,20,36,31,38,23,42,32,32,33,65,17
1876122,23.8,95.0,16,1,21,36,32,37,22,42,32,20,36,32,38,22,42,32,32,33,80,17
1878123,23.8,95.0,17,1,20,36,33,38,21,42,33,20,37,33,38,21,42,32,32,33,95,17
1880122,23.8,95.0,17,1,20,37,33,38,21,42,33,20,37,33,39,21,42,32,32,34,108,17
1882123,23.7,95.0,16,1,20,37,34,38,21,42,32,20,37,34,39,21,42,32,32,34,121,17
1884123,23.7,95.0,17,1,20,37,34,39,21,42,32,19,37,34,39,21,42,32,32,34,129,17
1886123,23.8,95.0,21,1,19,38,34,39,21,42,32,19,38,34,40,21,42,32,32,34,135,17
1888200,23.8,95.0,20,1,19,38,34,40,21,42,32,19,38,34,40,21,42,32,32,35,146,17
1890219,23.8,95.0,21,1,19,38,34,40,22,41,32,19,38,34,40,22,42,32,32,34,134,17
1892218,23.7,95.0,22,1,20,38,33,41,23,39,32,20,39,33,41,22,42,32,32,34,110,17
1894218,23.8,95.0,21,1,22,39,31,41,24,36,32,22,39,31,41,23,42,32,32,34,85,17
1896218,23.8,95.0,21,1,24,39,28,41,25,32,32,24,39,28,41,25,42,32,32,34,69,17
1898219,23.7,95.0,22,1,27,39,25,42,27,27,33,27,40,25,42,27,42,32,32,34,68,17
1900218,23.8,95.0,21,1,29,40,23,42,29,23,33,29,40,22,42,29,41,32,32,34,84,17
1902219,23.8,95.0,23,1,31,40,20,42,32,20,34,30,40,20,42,31,41,32,32,34,114,17
1904219,23.8,95.0,22,1,31,40,19,42,34,19,34,31,40,18,42,34,41,31,32,35,161,17
1906216,23.8,95.0,26,1,31,41,19,41,37,19,35,30,41,18,42,38,40,31,32,36,177,17
1908220,23.7,95.0,17,1,29,41,21,39,40,21,35,28,41,20,42,42,40,31,32,36,174,17
1910218,23.8,95.0,20,1,26,41,24,36,42,23,36,26,41,24,42,45,40,31,32,37,181,17
1912217,23.8,95.0,16,1,23,42,29,33,44,25,36,23,42,29,42,47,39,31,32,37,184,17
1914218,23.8,95.0,20,1,19,42,36,28,44,27,37,19,42,36,42,49,39,31,32,37,180,17
1916219,23.8,95.0,17,1,16,42,41,24,44,28,37,17,42,41,42,50,39,31,32,38,219,17
1918220,23.8,95.0,20,1,14,42,46,21,43,29,38,15,42,45,42,50,38,30,32,38,268,17
1920220,23.8,95.0,18,1,13,42,48,19,43,29,38,14,42,48,42,50,38,30,31,35,139,17
1922216,23.8,95.0,17,1,14,41,50,18,41,29,39,15,42,50,42,50,38,30,31,35,138,17
1924220,23.8,95.0,17,1,16,40,50,19,40,28,39,16,42,50,42,50,37,30,31,35,125,17
1926217,23.8,97.4,17,1,19,38,50,21,38,27,40,20,41,50,42,50,37,30,31,38,216,17
1928216,23.8,95.0,17,1,24,36,50,23,36,25,40,24,41,50,42,50,37,30,31,38,189,17
1930218,23.8,95.0,21,1,30,33,49,25,35,23,41,30,41,50,42,50,37,30,31,39,204,17
1932216,23.8,95.0,21,1,34,30,48,26,33,20,41,35,41,50,42,50,36,29,31,39,202,17
1934217,23.8,97.4,16,1,39,27,47,28,31,17,41,40,42,50,42,50,36,29,31,39,210,17
1936217,23.8,95.0,20,1,43,24,46,29,29,14,41,45,42,50,42,50,36,29,31,40,236,17
1938217,23.8,95.0,17,1,44,22,44,29,28,12,41,47,42,50,42,50,35,29,31,40,310,17
1940216,23.8,95.0,16,1,45,21,42,29,26,11,41,49,42,50,42,50,35,29,31,36,124,17
1942216,23.8,95.0,17,1,45,20,40,29,24,9,41,50,43,50,42,50,35,29,31,36,134,17
1944217,23.8,95.0,16,1,45,20,38,29,23,9,41,50,43,50,42,50,34,29,31,36,138,17
1946216,23.8,95.0,16,1,45,19,36,28,21,11,41,50,44,50,42,50,34,28,31,35,138,17
1948216,23.8,95.0,17,1,43,19,34,28,19,14,42,50,44,50,42,50,34,28,31,35,132,17
1950218,23.8,95.0,17,1,40,19,32,28,18,18,43,50,44,50,42,50,33,28,31,35,125,17
1952217,23.8,95.0,19,1,35,18,31,28,16,23,45,50,45,50,42,50,33,28,31,35,120,17
1954215,23.8,95.0,17,1,28,18,30,27,15,29,46,49,45,50,42,50,33,28,31,35,123,17
1956217,23.9,95.0,17,1,22,19,29,27,14,34,48,49,45,50,42,50,32,28,31,35,134,17
1958216,23.8,95.0,17,1,17,19,29,27,13,38,49,48,46,50,42,50,32,28,31,34,149,17
1960218,23.8,95.0,23,1,13,19,28,27,13,40,50,48,46,50,42,50,32,27,31,34,160,17
1962217,23.7,97.5,16,1,12,20,28,27,13,41,50,47,46,50,41,50,31,27,31,34,165,17
1964217,23.9,95.0,17,1,13,20,28,27,13,41,50,46,47,50,41,50,31,27,31,34,162,17
1966217,23.9,97.4,17,1,15,21,28,27,12,41,50,46,47,50,41,50,31,27,30,34,157,17
1968219,23.8,95.0,17,1,17,22,27,26,12,41,50,45,47,50,41,50,30,27,30,34,152,17
1970216,23.8,95.0,17,1,20,22,26,26,12,41,50,45,48,50,41,50,30,27,30,35,148,17
1972216,23.8,95.0,17,1,22,23,26,26,12,41,50,44,48,50,41,50,30,27,30,35,144,17
1974221,23.9,95.0,17,1,23,23,25,26,12,40,49,43,49,50,41,50,29,26,30,35,136,17
1976218,23.9,95.0,17,1,24,24,25,26,14,39,47,43,49,50,41,50,29,26,30,35,126,17
1978218,23.9,95.0,21,1,25,24,25,26,16,36,45,43,49,50,41,50,29,26,30,34,117,17
1980218,23.9,95.0,17,1,25,25,26,26,17,34,43,44,49,50,41,50,28,26,30,34,110,17
1982219,23.9,97.4,18,1,25,25,26,26,19,30,40,45,49,50,41,50,28,26,30,34,105,17
1984223,23.9,95.0,17,1,24,25,27,27,19,26,40,47,48,50,41,50,28,26,30,34,108,17
1986221,23.9,95.0,17,1,23,25,27,27,20,24,40,47,47,50,41,50,28,26,30,34,110,17
