Time(ms),Temp(C),Humidity(%),SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,RainLabel
1038087.0,32.5,56.5,35.0,38.0,38.0,36.0,33.0,36.0,38.0,36.0,26.0,0
1040086.0,32.8,56.4,36.0,37.0,39.0,37.0,34.0,37.0,40.0,37.0,26.0,0
1042085.0,32.8,56.4,35.0,37.0,38.0,39.0,38.0,37.0,37.0,37.0,26.0,0
1044086.0,32.7,56.4,39.0,39.0,36.0,40.0,41.0,38.0,36.0,36.0,26.0,0
1046086.0,32.9,56.1,42.0,38.0,36.0,37.0,41.0,39.0,38.0,42.0,26.0,0
1048087.0,33.0,55.9,40.0,39.0,38.0,43.0,40.0,38.0,38.0,37.0,26.0,0
1050087.0,33.2,55.8,36.0,40.0,37.0,38.0,38.0,38.0,40.0,41.0,26.0,0
1052087.0,33.3,55.6,38.0,39.0,39.0,39.0,37.0,37.0,37.0,40.0,26.0,0
1054087.0,33.5,55.4,37.0,38.0,41.0,40.0,37.0,39.0,40.0,36.0,26.0,0
1056087.0,33.7,55.3,39.0,39.0,40.0,38.0,39.0,39.0,39.0,37.0,26.0,0
1058086.0,33.7,55.0,37.0,40.0,37.0,37.0,37.0,41.0,37.0,38.0,26.0,0
1060085.0,33.9,54.7,38.0,37.0,38.0,37.0,40.0,37.0,37.0,29.0,26.0,0
1062087.0,34.4,54.3,40.0,38.0,39.0,39.0,37.0,38.0,37.0,37.0,26.0,0
1064087.0,34.1,54.1,36.0,37.0,37.0,39.0,39.0,37.0,36.0,37.0,26.0,0
1066087.0,34.4,53.7,38.0,38.0,37.0,39.0,39.0,37.0,39.0,37.0,26.0,0
1068087.0,34.4,53.4,35.0,37.0,36.0,38.0,37.0,37.0,36.0,39.0,26.0,0
1070085.0,34.7,52.9,38.0,36.0,37.0,39.0,38.0,40.0,26.0,29.0,26.0,0
1072087.0,34.8,52.6,37.0,37.0,37.0,38.0,38.0,37.0,41.0,38.0,26.0,0
1074086.0,35.0,52.2,35.0,35.0,36.0,35.0,37.0,34.0,34.0,38.0,26.0,0
1076085.0,35.0,51.8,37.0,37.0,36.0,38.0,36.0,38.0,34.0,29.0,26.0,0
1078086.0,35.2,51.6,38.0,37.0,37.0,37.0,38.0,40.0,38.0,29.0,26.0,0
1080085.0,35.3,51.2,37.0,38.0,38.0,38.0,37.0,39.0,26.0,29.0,26.0,0
1082084.0,35.7,50.9,38.0,40.0,38.0,39.0,37.0,26.0,26.0,29.0,26.0,0
1084086.0,35.6,50.6,37.0,38.0,40.0,40.0,37.0,36.0,38.0,29.0,26.0,0
1086085.0,35.8,50.2,37.0,35.0,37.0,39.0,35.0,39.0,26.0,29.0,26.0,0
1088087.0,36.0,49.8,36.0,38.0,38.0,39.0,37.0,39.0,38.0,37.0,26.0,0
1090086.0,36.2,49.5,37.0,39.0,35.0,39.0,37.0,37.0,39.0,39.0,26.0,0
1092086.0,36.3,49.1,36.0,36.0,39.0,39.0,36.0,35.0,36.0,39.0,26.0,0
1094087.0,36.3,48.8,36.0,37.0,38.0,39.0,35.0,36.0,38.0,39.0,26.0,0
1096087.0,36.5,48.4,36.0,38.0,35.0,41.0,38.0,38.0,38.0,39.0,26.0,0
1098087.0,36.5,48.2,36.0,36.0,38.0,37.0,37.0,36.0,38.0,40.0,26.0,0
1100087.0,37.0,47.9,38.0,35.0,36.0,40.0,37.0,38.0,37.0,39.0,26.0,0
1102086.0,37.0,48.0,37.0,36.0,37.0,38.0,36.0,36.0,38.0,38.0,26.0,0
1104087.0,37.0,47.7,36.0,36.0,38.0,37.0,36.0,36.0,37.0,39.0,26.0,0
1106086.0,37.0,47.5,38.0,36.0,39.0,39.0,40.0,38.0,39.0,39.0,26.0,0
1108086.0,37.2,47.2,38.0,39.0,36.0,39.0,38.0,36.0,38.0,39.0,26.0,0
1110087.0,37.5,46.8,36.0,38.0,37.0,38.0,38.0,36.0,36.0,40.0,26.0,0
1112087.0,37.6,46.7,37.0,36.0,38.0,40.0,37.0,36.0,37.0,40.0,26.0,0
1114087.0,37.5,46.5,36.0,38.0,37.0,39.0,38.0,37.0,36.0,40.0,26.0,0
1116087.0,37.8,46.3,37.0,37.0,36.0,39.0,39.0,38.0,38.0,39.0,26.0,0
1118087.0,37.9,46.1,36.0,38.0,36.0,38.0,37.0,40.0,36.0,38.0,26.0,0
1120087.0,38.1,45.8,38.0,36.0,38.0,40.0,38.0,36.0,36.0,40.0,26.0,0
1122086.0,38.1,45.5,37.0,36.0,37.0,39.0,38.0,37.0,38.0,39.0,26.0,0
1124086.0,38.2,45.2,37.0,37.0,39.0,40.0,36.0,37.0,39.0,39.0,26.0,0
1126087.0,38.4,44.8,37.0,37.0,35.0,37.0,36.0,35.0,39.0,39.0,26.0,0
1128086.0,38.4,44.5,37.0,38.0,36.0,39.0,36.0,36.0,36.0,29.0,26.0,0
1130087.0,38.5,44.3,35.0,35.0,38.0,38.0,37.0,34.0,36.0,38.0,26.0,0
1132087.0,38.7,44.0,37.0,35.0,37.0,38.0,36.0,36.0,39.0,37.0,26.0,0
1134086.0,38.9,43.6,36.0,37.0,37.0,36.0,35.0,36.0,39.0,29.0,26.0,0
1136087.0,38.8,43.3,35.0,35.0,37.0,39.0,35.0,37.0,39.0,40.0,26.0,0
1138086.0,38.9,43.2,35.0,35.0,38.0,37.0,36.0,37.0,34.0,38.0,26.0,0
1140086.0,39.0,42.9,36.0,37.0,35.0,38.0,37.0,36.0,35.0,40.0,26.0,0
1142087.0,39.0,42.7,37.0,36.0,35.0,39.0,36.0,35.0,35.0,37.0,26.0,0
1144087.0,39.3,42.6,36.0,37.0,35.0,38.0,35.0,34.0,36.0,38.0,26.0,0
1146087.0,39.4,42.5,35.0,37.0,35.0,36.0,38.0,37.0,35.0,38.0,26.0,0
1148087.0,39.5,42.4,36.0,38.0,36.0,38.0,36.0,35.0,34.0,37.0,26.0,0
1150152.0,39.6,42.2,34.0,36.0,37.0,35.0,34.0,38.0,38.0,29.0,26.0,0
1152175.0,39.7,42.0,37.0,35.0,36.0,33.0,37.0,26.0,26.0,29.0,26.0,0
1154174.0,39.7,41.9,35.0,35.0,37.0,37.0,26.0,26.0,26.0,29.0,26.0,0
1156174.0,39.8,41.6,38.0,36.0,36.0,35.0,38.0,26.0,26.0,29.0,26.0,0
1158174.0,40.0,41.4,34.0,34.0,39.0,36.0,26.0,26.0,26.0,29.0,26.0,0
1160175.0,40.0,41.3,34.0,34.0,33.0,36.0,26.0,26.0,26.0,29.0,26.0,0
1162175.0,40.0,41.1,34.0,33.0,33.0,35.0,26.0,26.0,26.0,29.0,26.0,0
1164174.0,40.2,40.9,34.0,37.0,32.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1166178.0,40.2,40.8,34.0,35.0,33.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1168179.0,40.2,40.7,37.0,34.0,35.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1170178.0,40.4,40.3,35.0,35.0,35.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1172177.0,40.4,40.0,36.0,35.0,35.0,38.0,26.0,26.0,26.0,29.0,26.0,0
1174178.0,40.4,39.7,35.0,33.0,33.0,36.0,26.0,26.0,26.0,29.0,26.0,0
1176180.0,40.4,39.4,35.0,34.0,34.0,35.0,26.0,26.0,26.0,29.0,26.0,0
1178179.0,40.4,39.2,35.0,34.0,36.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1180178.0,40.4,39.1,35.0,35.0,36.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1182178.0,40.2,39.0,36.0,34.0,36.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1184099.0,45.6,26.6,35.0,34.0,35.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1186093.0,40.3,38.8,35.0,36.0,35.0,34.0,35.0,36.0,26.0,29.0,26.0,0
1188093.0,40.2,38.9,35.0,35.0,35.0,34.0,34.0,35.0,33.0,33.0,26.0,0
1190092.0,40.0,39.0,38.0,33.0,33.0,36.0,36.0,34.0,33.0,29.0,26.0,0
1192092.0,40.0,39.1,34.0,35.0,37.0,33.0,34.0,36.0,37.0,34.0,26.0,0
1194095.0,39.8,39.3,35.0,36.0,36.0,34.0,37.0,36.0,35.0,34.0,26.0,0
1196092.0,39.9,39.4,34.0,35.0,36.0,34.0,34.0,35.0,36.0,33.0,26.0,0
1198092.0,39.8,39.5,35.0,35.0,34.0,33.0,35.0,35.0,33.0,33.0,26.0,0
1200091.0,39.7,39.7,35.0,34.0,34.0,33.0,35.0,34.0,34.0,33.0,33.0,0
1202091.0,39.5,39.9,34.0,33.0,36.0,35.0,34.0,34.0,36.0,36.0,26.0,0
1204090.0,39.6,39.9,35.0,34.0,34.0,36.0,34.0,34.0,34.0,33.0,26.0,0
1206090.0,39.5,40.1,34.0,34.0,34.0,34.0,35.0,33.0,36.0,34.0,26.0,0
1208090.0,39.4,40.4,34.0,34.0,35.0,34.0,35.0,34.0,35.0,34.0,26.0,0
1210090.0,39.2,40.6,35.0,34.0,35.0,34.0,36.0,34.0,35.0,33.0,26.0,0
1212090.0,39.2,40.7,35.0,34.0,36.0,33.0,35.0,33.0,33.0,33.0,26.0,0
1214090.0,39.0,40.8,35.0,33.0,33.0,33.0,34.0,33.0,34.0,33.0,26.0,0
1216090.0,39.2,40.9,34.0,32.0,34.0,33.0,34.0,36.0,33.0,34.0,26.0,0
1218089.0,39.0,41.2,33.0,34.0,34.0,34.0,34.0,32.0,34.0,33.0,26.0,0
1220089.0,38.9,41.3,34.0,32.0,34.0,33.0,36.0,33.0,34.0,33.0,26.0,0
1222090.0,38.9,41.3,36.0,35.0,33.0,36.0,36.0,34.0,34.0,33.0,26.0,0
1224090.0,38.7,41.4,38.0,34.0,34.0,33.0,35.0,35.0,35.0,36.0,26.0,0
1226090.0,38.7,41.4,35.0,34.0,36.0,34.0,35.0,34.0,35.0,34.0,26.0,0
1228090.0,38.5,41.4,35.0,34.0,33.0,33.0,35.0,34.0,34.0,33.0,26.0,0
1230090.0,38.5,41.4,35.0,34.0,36.0,33.0,34.0,33.0,35.0,35.0,26.0,0
1232090.0,38.5,41.4,34.0,33.0,34.0,33.0,37.0,33.0,34.0,33.0,26.0,0
1234089.0,38.4,41.5,34.0,34.0,36.0,34.0,35.0,33.0,38.0,35.0,26.0,0
1236089.0,38.4,41.6,36.0,33.0,38.0,35.0,35.0,34.0,36.0,36.0,26.0,0
1238090.0,38.2,41.7,34.0,34.0,36.0,36.0,35.0,35.0,37.0,36.0,26.0,0
1240090.0,38.2,41.8,34.0,34.0,37.0,34.0,35.0,34.0,36.0,35.0,26.0,0
1242089.0,38.1,42.0,34.0,34.0,33.0,35.0,34.0,33.0,34.0,35.0,26.0,0
1244089.0,38.0,42.2,34.0,35.0,34.0,35.0,34.0,36.0,34.0,35.0,26.0,0
1246090.0,38.0,42.3,36.0,36.0,34.0,35.0,36.0,36.0,33.0,36.0,26.0,0
1248090.0,37.9,42.5,35.0,35.0,35.0,36.0,35.0,36.0,34.0,36.0,26.0,0
1250089.0,37.9,42.6,36.0,35.0,34.0,36.0,36.0,36.0,36.0,36.0,26.0,0
1252089.0,37.8,42.8,36.0,36.0,35.0,39.0,35.0,36.0,34.0,37.0,26.0,0
1254090.0,37.9,42.9,35.0,36.0,34.0,36.0,35.0,37.0,34.0,36.0,26.0,0
1256090.0,37.8,43.1,37.0,36.0,34.0,36.0,36.0,36.0,35.0,36.0,26.0,0
1258090.0,37.7,43.3,34.0,36.0,35.0,36.0,35.0,37.0,33.0,36.0,26.0,0
1260090.0,37.7,43.3,35.0,36.0,34.0,36.0,36.0,32.0,35.0,38.0,26.0,0
1262090.0,37.6,43.3,35.0,36.0,37.0,36.0,36.0,36.0,34.0,38.0,26.0,0
1264090.0,37.6,43.3,36.0,36.0,36.0,37.0,36.0,35.0,36.0,36.0,26.0,0
1266089.0,37.5,43.5,37.0,37.0,37.0,37.0,36.0,35.0,36.0,36.0,26.0,0
1268089.0,37.5,43.5,36.0,35.0,36.0,36.0,36.0,34.0,38.0,36.0,26.0,0
1270090.0,37.3,43.6,33.0,37.0,38.0,36.0,35.0,36.0,37.0,36.0,26.0,0
1272090.0,37.4,43.7,35.0,36.0,38.0,36.0,35.0,35.0,37.0,36.0,26.0,0
1274090.0,37.2,43.8,35.0,35.0,35.0,36.0,36.0,33.0,35.0,39.0,26.0,0
1276089.0,37.1,44.0,38.0,34.0,35.0,37.0,37.0,33.0,34.0,34.0,26.0,0
1278089.0,37.0,44.1,35.0,38.0,37.0,38.0,35.0,38.0,38.0,39.0,26.0,0
1280090.0,37.1,44.2,36.0,36.0,37.0,38.0,37.0,36.0,36.0,37.0,26.0,0
1282089.0,37.0,44.3,35.0,36.0,37.0,37.0,35.0,36.0,37.0,36.0,26.0,0
1284089.0,36.9,44.5,35.0,36.0,37.0,38.0,35.0,36.0,36.0,34.0,26.0,0
1286090.0,36.8,44.6,36.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,26.0,0
1288090.0,36.8,44.7,37.0,36.0,39.0,34.0,37.0,36.0,36.0,36.0,26.0,0
1290090.0,36.7,44.9,37.0,36.0,36.0,35.0,35.0,36.0,36.0,36.0,26.0,0
1292090.0,36.7,44.9,37.0,37.0,37.0,37.0,37.0,36.0,37.0,37.0,26.0,0
1294090.0,36.5,45.0,38.0,36.0,37.0,39.0,37.0,36.0,37.0,38.0,26.0,0
1296090.0,36.5,45.1,37.0,36.0,39.0,38.0,37.0,36.0,38.0,37.0,26.0,0
1298089.0,36.3,45.3,39.0,36.0,37.0,38.0,38.0,36.0,37.0,40.0,26.0,0
1300089.0,36.4,45.4,38.0,38.0,37.0,38.0,38.0,37.0,38.0,37.0,26.0,0
1302090.0,36.3,45.6,37.0,37.0,38.0,37.0,37.0,36.0,38.0,37.0,26.0,0
1304090.0,36.2,45.9,37.0,36.0,38.0,37.0,38.0,36.0,38.0,35.0,26.0,0
1306089.0,36.2,46.0,36.0,36.0,39.0,37.0,36.0,36.0,38.0,36.0,26.0,0
1308090.0,36.2,46.1,39.0,35.0,37.0,37.0,37.0,35.0,39.0,36.0,26.0,0
1310090.0,36.2,46.2,36.0,36.0,38.0,36.0,36.0,35.0,38.0,37.0,26.0,0
1312090.0,36.2,46.2,36.0,36.0,38.0,38.0,38.0,38.0,40.0,38.0,26.0,0
1314089.0,36.1,46.3,37.0,37.0,38.0,38.0,39.0,37.0,37.0,39.0,26.0,0
1316089.0,36.1,46.4,39.0,37.0,38.0,39.0,39.0,38.0,37.0,39.0,26.0,0
1318090.0,36.1,46.5,36.0,39.0,38.0,38.0,39.0,37.0,38.0,39.0,26.0,0
1320090.0,36.1,46.6,37.0,37.0,37.0,38.0,37.0,35.0,40.0,35.0,26.0,0
1322090.0,36.2,46.7,37.0,36.0,35.0,36.0,37.0,37.0,37.0,36.0,26.0,0
1324090.0,36.3,46.7,39.0,38.0,36.0,39.0,37.0,35.0,36.0,36.0,26.0,0
1326090.0,36.4,46.7,36.0,35.0,35.0,37.0,35.0,35.0,35.0,38.0,26.0,0
1328090.0,36.3,46.7,38.0,36.0,35.0,37.0,35.0,36.0,35.0,34.0,26.0,0
1330089.0,36.3,46.8,35.0,36.0,34.0,35.0,36.0,36.0,34.0,36.0,26.0,0
1332089.0,36.5,46.6,36.0,36.0,34.0,36.0,35.0,37.0,34.0,36.0,26.0,0
1334090.0,36.3,46.6,35.0,36.0,34.0,36.0,35.0,34.0,35.0,36.0,26.0,0
1336090.0,36.4,46.5,35.0,36.0,35.0,36.0,37.0,36.0,34.0,36.0,26.0,0
1338090.0,36.5,46.4,35.0,36.0,35.0,38.0,37.0,35.0,35.0,37.0,26.0,0
1340090.0,36.7,46.4,34.0,35.0,34.0,36.0,35.0,37.0,34.0,38.0,26.0,0
1342090.0,36.8,46.3,35.0,36.0,36.0,36.0,35.0,37.0,36.0,36.0,26.0,0
1344090.0,36.8,46.2,35.0,36.0,35.0,35.0,35.0,38.0,35.0,35.0,26.0,0
1346089.0,36.8,46.1,35.0,37.0,36.0,40.0,35.0,36.0,35.0,35.0,26.0,0
1348089.0,36.8,46.0,35.0,35.0,35.0,34.0,35.0,37.0,36.0,37.0,26.0,0
1350090.0,37.0,45.9,34.0,37.0,34.0,37.0,35.0,37.0,36.0,35.0,26.0,0
1352090.0,37.0,45.8,36.0,35.0,36.0,37.0,35.0,35.0,37.0,36.0,26.0,0
1354090.0,37.0,45.8,34.0,37.0,35.0,36.0,35.0,37.0,35.0,38.0,26.0,0
1356090.0,37.0,45.7,35.0,35.0,36.0,36.0,35.0,39.0,35.0,37.0,26.0,0
1358090.0,37.3,45.5,35.0,35.0,35.0,36.0,35.0,35.0,35.0,37.0,26.0,0
1360090.0,37.2,45.6,35.0,34.0,34.0,37.0,35.0,35.0,38.0,36.0,26.0,0
1362089.0,37.4,45.6,37.0,34.0,36.0,35.0,36.0,35.0,38.0,35.0,26.0,0
1364089.0,37.4,45.7,36.0,35.0,35.0,35.0,34.0,34.0,34.0,35.0,26.0,0
1366090.0,37.6,45.6,33.0,35.0,37.0,37.0,34.0,35.0,36.0,36.0,26.0,0
1368089.0,37.5,45.5,35.0,35.0,36.0,36.0,35.0,34.0,35.0,29.0,26.0,0
1370090.0,37.7,45.5,34.0,36.0,35.0,34.0,33.0,34.0,36.0,35.0,26.0,0
1372148.0,37.9,45.3,34.0,35.0,37.0,34.0,38.0,34.0,33.0,29.0,26.0,0
1374177.0,37.9,45.1,33.0,35.0,34.0,34.0,34.0,26.0,26.0,29.0,26.0,0
1376179.0,37.9,45.0,34.0,34.0,33.0,37.0,33.0,26.0,26.0,29.0,26.0,0
1378178.0,38.0,44.7,33.0,34.0,33.0,33.0,35.0,26.0,26.0,29.0,26.0,0
1380176.0,38.3,44.6,33.0,34.0,33.0,33.0,34.0,26.0,26.0,29.0,26.0,0
1382176.0,38.2,44.8,33.0,33.0,32.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1384177.0,38.5,44.5,34.0,33.0,32.0,34.0,26.0,26.0,26.0,29.0,26.0,0
1386176.0,38.6,44.5,34.0,33.0,32.0,33.0,26.0,26.0,26.0,29.0,26.0,0
1388181.0,38.5,44.3,33.0,33.0,32.0,31.0,26.0,26.0,26.0,29.0,26.0,0
1390182.0,38.7,44.1,33.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1392181.0,38.7,43.8,33.0,32.0,31.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1394187.0,38.7,43.7,33.0,33.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1396183.0,39.0,43.4,33.0,32.0,32.0,33.0,26.0,26.0,26.0,29.0,26.0,0
1398181.0,39.2,43.2,33.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1400180.0,39.1,43.0,33.0,32.0,32.0,33.0,26.0,26.0,26.0,29.0,26.0,0
1402181.0,39.2,42.9,33.0,32.0,33.0,33.0,26.0,26.0,26.0,29.0,26.0,0
1404184.0,39.2,42.7,33.0,32.0,31.0,33.0,26.0,26.0,26.0,29.0,26.0,0
1406182.0,39.2,42.7,33.0,32.0,31.0,31.0,26.0,26.0,26.0,29.0,26.0,0
1408182.0,39.6,42.6,33.0,35.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1410183.0,39.5,42.5,33.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1412184.0,39.4,42.4,32.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1414181.0,39.6,42.1,31.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1416182.0,39.6,41.8,31.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1418183.0,39.7,41.6,31.0,32.0,32.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1420182.0,39.7,41.4,28.0,31.0,32.0,31.0,32.0,26.0,26.0,29.0,26.0,0
1422181.0,39.8,41.2,31.0,31.0,31.0,31.0,32.0,26.0,26.0,29.0,26.0,0
1424180.0,39.8,40.9,31.0,31.0,31.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1426181.0,39.9,40.8,32.0,30.0,31.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1428182.0,39.8,40.7,31.0,32.0,31.0,31.0,26.0,26.0,26.0,29.0,26.0,0
1430179.0,40.0,40.5,32.0,31.0,30.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1432181.0,40.0,40.6,31.0,30.0,31.0,29.0,26.0,26.0,26.0,29.0,26.0,0
1434182.0,40.2,40.6,30.0,30.0,29.0,31.0,32.0,28.0,26.0,29.0,26.0,0
1436182.0,40.2,40.5,28.0,31.0,28.0,31.0,30.0,27.0,26.0,29.0,26.0,0
1438182.0,40.2,40.3,28.0,31.0,27.0,30.0,28.0,26.0,26.0,29.0,26.0,0
1440181.0,40.4,40.1,26.0,26.0,29.0,28.0,26.0,26.0,26.0,29.0,26.0,0
1442181.0,40.4,40.1,27.0,27.0,30.0,30.0,27.0,26.0,26.0,29.0,26.0,0
1444168.0,40.5,40.0,27.0,26.0,30.0,30.0,27.0,26.0,26.0,29.0,26.0,0
1446170.0,40.6,39.8,26.0,26.0,26.0,32.0,26.0,26.0,26.0,29.0,26.0,0
1448170.0,40.6,39.6,26.0,27.0,26.0,27.0,27.0,27.0,27.0,29.0,26.0,0
1450156.0,40.7,39.4,26.0,26.0,27.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1452142.0,40.7,39.2,26.0,11.0,26.0,27.0,26.0,26.0,27.0,26.0,26.0,0
1454152.0,40.8,39.1,26.0,26.0,26.0,26.0,27.0,26.0,26.0,29.0,26.0,0
1456145.0,40.6,39.2,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1458139.0,40.7,39.1,26.0,26.0,26.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1460122.0,41.0,38.9,26.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1462115.0,41.0,39.0,25.0,25.0,26.0,28.0,25.0,30.0,26.0,27.0,26.0,0
1464101.0,41.1,39.0,25.0,26.0,25.0,26.0,29.0,30.0,25.0,26.0,26.0,0
1466095.0,41.0,39.0,29.0,25.0,25.0,26.0,24.0,24.0,26.0,29.0,26.0,0
1468094.0,41.2,39.0,25.0,24.0,28.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1470093.0,41.4,38.7,25.0,24.0,25.0,24.0,25.0,25.0,26.0,29.0,26.0,0
1472091.0,41.6,38.5,24.0,25.0,24.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1474092.0,41.5,38.4,25.0,28.0,24.0,24.0,27.0,26.0,26.0,29.0,26.0,0
1476090.0,41.6,38.2,25.0,25.0,24.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1478091.0,41.7,38.2,24.0,25.0,24.0,25.0,25.0,26.0,26.0,29.0,26.0,0
1480091.0,41.8,37.9,24.0,24.0,23.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1482091.0,41.9,37.8,23.0,24.0,23.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1484090.0,42.0,37.5,24.0,23.0,25.0,23.0,26.0,26.0,26.0,29.0,26.0,0
1486091.0,41.9,37.1,24.0,23.0,24.0,23.0,26.0,26.0,26.0,29.0,26.0,0
1488091.0,42.2,36.7,23.0,23.0,23.0,22.0,26.0,26.0,26.0,29.0,26.0,0
1490091.0,42.2,36.3,23.0,23.0,23.0,23.0,26.0,26.0,26.0,29.0,26.0,0
1492088.0,42.2,36.1,23.0,23.0,23.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1494090.0,42.3,35.9,23.0,24.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1496091.0,42.2,35.9,24.0,24.0,23.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1498089.0,42.4,35.7,23.0,24.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1500088.0,42.4,35.8,23.0,23.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1502088.0,42.4,35.8,24.0,24.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1504089.0,42.6,35.8,24.0,24.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1506091.0,42.5,35.8,23.0,27.0,24.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1508090.0,42.8,35.6,23.0,25.0,23.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1510090.0,42.5,35.7,23.0,24.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1512091.0,42.8,35.5,24.0,24.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1514091.0,42.8,35.6,24.0,24.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1516091.0,42.9,35.6,24.0,23.0,23.0,23.0,26.0,26.0,26.0,29.0,26.0,0
1518091.0,42.8,35.7,24.0,23.0,25.0,29.0,26.0,26.0,26.0,29.0,26.0,0
1520093.0,42.7,35.7,25.0,28.0,24.0,25.0,24.0,24.0,26.0,29.0,26.0,0
1522093.0,43.1,35.4,25.0,25.0,24.0,25.0,25.0,24.0,26.0,29.0,26.0,0
1524092.0,43.1,35.2,25.0,25.0,25.0,25.0,25.0,24.0,26.0,29.0,26.0,0
1526091.0,43.2,35.0,25.0,25.0,24.0,25.0,25.0,24.0,26.0,29.0,26.0,0
1528095.0,43.2,34.8,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
1530093.0,43.3,34.6,24.0,26.0,25.0,24.0,25.0,25.0,26.0,29.0,26.0,0
1532095.0,43.3,34.5,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1534095.0,43.3,34.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1536095.0,43.3,34.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,0
1538095.0,43.7,34.4,26.0,25.0,25.0,26.0,26.0,24.0,24.0,25.0,26.0,0
1540094.0,43.5,34.1,25.0,24.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
1542094.0,43.6,33.6,25.0,25.0,25.0,25.0,26.0,25.0,26.0,26.0,26.0,0
1544095.0,43.7,33.4,26.0,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,0
1546095.0,43.7,33.2,25.0,26.0,26.0,26.0,25.0,25.0,26.0,25.0,26.0,0
1548095.0,43.6,33.2,25.0,26.0,26.0,25.0,25.0,26.0,25.0,24.0,26.0,0
1550095.0,43.7,33.1,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,0
1552095.0,43.8,33.1,26.0,26.0,26.0,27.0,26.0,25.0,26.0,27.0,26.0,0
1554095.0,43.8,33.2,24.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,26.0,0
1556094.0,43.9,33.3,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,0
1558094.0,43.9,33.2,27.0,26.0,27.0,27.0,27.0,26.0,27.0,27.0,26.0,0
1560094.0,44.0,33.1,26.0,26.0,27.0,26.0,26.0,26.0,27.0,26.0,26.0,0
1562095.0,44.0,33.2,26.0,26.0,27.0,27.0,25.0,25.0,26.0,30.0,26.0,0
1564095.0,44.1,33.1,26.0,29.0,26.0,27.0,26.0,28.0,27.0,27.0,26.0,0
1566095.0,44.2,32.7,27.0,28.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,0
1568095.0,44.3,32.3,25.0,25.0,25.0,24.0,22.0,22.0,23.0,21.0,26.0,0
1570094.0,44.2,32.3,26.0,24.0,26.0,25.0,27.0,28.0,25.0,26.0,26.0,0
